date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48
2016-01-11,239.02,239.756,234.619,245.83,246.576,229.96,232.462,243.27,233.161,237.539,240.02,242.713,238.331,239.856,235.681,245.588,237.028,241.027,236.95,239.909,238.595,238.622,234.546,243.213,246.17,240.564,242.906,243.413,243.843,240.852,240.416,243.537,239.73,234.737,239.514,230.358,239.372,241.379,245.318,240.124,243.844,239.397,234.5,232.642,234.757,232.859,242.434,238.406
2016-01-12,242.131,239.752,244.399,244.476,236.31,238.087,236.849,231.637,242.633,245.092,239.369,237.039,244.623,228.172,240.25,240.086,236.667,246.063,244.048,238.15,238.985,237.542,236.948,233.136,246.007,244.322,243.222,234.16,249.363,248.881,240.3,235.071,235.252,241.404,235.028,239.236,244.612,232.185,249.003,246.901,233.477,232.631,238.043,234.463,238.137,227.041,238.305,248.032
2016-01-13,234.054,238.093,232.268,242.456,238.321,248.692,240.39,237.618,242.035,236.976,232.987,240.846,238.563,240.196,241.198,236.957,241.419,247.72,234.096,247.719,238.237,235.729,251.022,240.142,245.961,243.315,231.353,239.978,236.885,232.975,230.917,239.89,242.226,241.271,237.936,235.577,234.675,236.742,234.454,238.427,239.29,235.11,238.289,235.76,239.379,241.828,240.253,241.661
2016-01-14,231.49,237.587,240.725,242.47,231.749,240.162,245.176,238.545,238.946,241.557,240.583,242.63,239.747,240.13,235.654,238.584,245.4,238.422,238.593,237.047,243.169,235.308,243.759,234.914,234.335,240.386,240.023,240.825,244.487,237.425,241.521,235.044,245.429,242.428,241.969,240.3,235.639,237.833,241.803,239.308,239.992,232.889,240.267,236.087,234.213,238.659,230.511,242.745
2016-01-15,243.479,239.144,234.642,234.874,238.676,227.795,240.264,242.581,237.907,237.033,240.271,241.079,244.639,239.488,236.097,237.191,240.271,246.851,237.867,234.361,235.234,229.363,240.979,232.882,233.494,229.939,234.047,242.122,233.121,231.023,240.254,237.766,241.469,242.946,239.359,233.186,238.807,241.795,236.609,232.517,244.679,237.412,237.441,239.476,244.334,240.662,237.805,242.666
2016-01-16,242.19,238.663,235.343,227.006,249.644,226.651,230.491,228.967,239.774,234.17,225.59,233.461,234.758,230.739,226.551,228.851,230.189,232.324,229.803,235.633,227.806,224.177,228.784,238.483,229.556,243.09,234.501,226.81,228.343,233.348,226.749,243.246,227.616,235.381,238.999,231.711,227.593,230.95,233.9,236.285,232.481,225.715,232.415,229.091,222.078,228.978,225.565,234.944
2016-01-17,233.786,233.402,222.456,222.932,228.136,229.813,223.151,224.394,234.969,224.552,222.852,225.576,227.645,220.438,223.918,219.787,223.784,233.484,228.374,224.619,220.836,223.634,229.765,222.508,231.564,218.854,223.731,232.88,215.999,230.385,216.703,224.631,224.259,228.746,210.838,216.404,222.489,225.202,221.016,224.042,219.697,223.23,221.225,226.134,227.653,231.485,222.082,223.605
2016-01-18,239.629,237.988,239.151,231.92,241.18,235.018,234.818,231.796,244.959,238.727,244.904,240.704,231.244,234.211,243.029,235.734,234.179,238.541,238.553,234.555,237.838,237.109,226.999,241.807,235.515,245.646,233.893,231.837,245.086,231.811,236.354,242.26,237.822,231.474,240.3,238.47,245.547,242.218,253.935,231.519,239.296,234.293,244.929,243.335,243.01,235.678,235.832,229.682
2016-01-19,247.585,241.833,238.151,243.87,242.995,244.07,231.627,235.982,240.336,241.102,243.983,234.571,240.009,249.959,242.713,243.568,239.308,243.075,248.038,239.911,245.26,235.21,242.225,243.729,235.799,244.658,236.167,235.545,239.394,248.65,240.88,243.881,235.896,239.771,233.767,236.666,243.401,239.216,246.349,238.431,238.452,245.513,236.294,232.123,245.631,241.383,229.033,239.613
2016-01-20,237.467,247.754,235.91,236.619,235.041,234.353,236.046,232.525,234.463,231.708,232.231,231.932,236.905,236.126,233.528,241.69,239.17,237.332,237.178,247.027,240.548,241.676,227.018,236.27,229.005,237.359,241.187,236.171,241.883,234.503,242.157,231.961,238.147,241.41,241.966,238.791,248.687,237.416,237.241,226.187,247.87,237.633,233.769,245.724,245.316,239.919,232.53,241.406
2016-01-21,236.425,233.794,244.396,229.189,242.116,241.599,249.22,240.957,229.544,235.397,239.71,241.102,244.096,230.017,237.82,244.044,246.793,248.311,237.532,244.655,247.596,245.136,242.865,243.363,235.618,232.471,244.106,237.738,239.265,236.629,237.519,240.514,234.507,239.728,240.578,239.03,235.84,243.166,248.366,236.521,245.311,243.658,226.696,235.755,236.356,243.143,240.302,241.671
2016-01-22,242.447,235.096,235.826,233.545,238.585,238.83,240.22,235.918,243.74,243.791,246.805,242.806,240.288,242.62,242.319,236.279,245.574,247.628,248.866,239.569,240.953,241.394,239.388,242.365,238.82,238.472,247.822,240.189,239.721,243.623,240.12,240.796,239.096,233.557,239.252,233.957,240.406,233.743,243.789,242.987,240.743,238.921,241.393,229.992,234.148,238.688,241.053,239.02
2016-01-23,227.552,232.838,230.111,227.255,233.748,231.243,237.775,235.309,235.63,233.712,228.293,227.873,225.385,245.589,227.205,231.243,230.544,230.912,229.505,223.541,227.582,225.759,231.629,229.04,229.026,233.221,229.511,236.547,230.424,233.264,226.063,235.269,230.336,234.116,233.751,231.412,233.228,230.429,238.47,236.557,234.459,226.737,227.112,229.135,231.08,234.299,228.054,237.685
2016-01-24,225.052,215.977,222.897,213.401,221.653,222.565,222.289,223.572,223.262,222.364,231.798,230.504,219.897,230.679,217.739,221.37,231.9,214.956,227.623,219.394,224.388,224.225,232.675,221.388,224.725,227.858,223.903,221.336,224.77,225.457,229.015,220.792,223.015,226.489,224.284,224.202,224.959,221.904,221.437,227.02,220.107,230.281,226.014,219.291,226.31,225.789,228.466,230.252
2016-01-25,237.646,236.011,236.499,234.703,235.826,240.762,239.473,237.047,235.865,241.066,236.998,234.42,238.674,238.134,234.277,243.361,243.451,239.596,240.027,241.925,239.252,243.668,247.329,239.785,241.508,243.582,237.781,233.998,243.738,231.889,247.965,243.568,240.299,239.645,247.786,234.869,233.845,236.536,238.147,234.581,240.137,240.051,235.503,247.075,232.735,233.287,241.201,238.407
2016-01-26,241.4,236.436,234.452,236.309,236.127,241.914,237.102,243.046,242.216,244.382,243.713,243.155,243.086,236.926,238.146,230.637,240.797,236.174,241.323,241.926,232.926,234.546,237.727,236.922,240.2,233.868,239.626,231.316,229.081,242.831,233.15,236.719,232.614,232.654,237.49,237.436,244.105,241.552,238.15,243.028,244.746,241.369,237.455,244.277,247.868,242.563,247.878,243.837
2016-01-27,243.464,234.18,234.068,239.163,231.407,236.561,243.553,236.215,241.953,232.93,237.036,244.3,240.398,240.79,247.562,245.609,235.202,245.71,236.454,239.316,239.473,244.538,233.993,241.564,241.909,243.286,238.393,244.204,235.993,244.892,241.087,232.696,241.353,240.259,237.697,235.875,238.25,232.495,247.495,233.998,236.234,244.882,242.201,242.849,246.662,237.905,234.389,243.442
2016-01-28,243.213,237.835,233.34,245.333,242.157,232.824,243.134,232.501,237.089,234.022,236.346,235.41,236.463,242.868,240.811,242.41,244.63,237.616,239.783,241.977,247.572,243.705,246.015,244.279,244.462,230.855,243.618,240.419,239.66,236.876,237.364,241.393,243.422,232.229,240.444,236.715,234.848,241.28,237.826,236.245,235.717,240.747,239.352,234.173,235.373,238.526,241.34,234.374
2016-01-29,241.737,235.455,252.46,234.894,235.617,240.329,235.079,243.363,248.025,237.544,240.227,236.921,239.4,246.255,243.682,235.071,246.802,244.964,241.729,236.244,239.715,235.591,241.639,237.885,228.699,243.835,240.317,244.564,238.748,240.302,244.74,241.257,240.779,254.791,238.591,240.21,247.703,235.546,234.416,232.543,241.955,242.396,242.95,232.919,244.216,245.133,238.934,239.556
2016-01-30,235.356,233.923,235.2,227.174,231.407,226.587,235.15,234.681,231.759,233.596,224.989,236.203,230.048,232.817,237.398,228.705,237.778,232.794,232.349,234.8,226.426,234.977,232.504,237.031,231.211,230.531,233.935,231.942,226.766,231.317,238.105,231.786,228.175,235.543,223.61,222.371,232.199,233.058,233.242,228.072,231.519,225.722,233.238,224.716,231.525,233.433,224.06,229.791
2016-01-31,228.583,232.007,218.267,226.566,219.473,218.981,232.219,228.043,221.417,226.022,227.925,225.852,235.15,227.762,211.565,223.73,221.721,224.117,225.097,222.105,220.153,231.172,227.724,222.017,228.095,228.075,230.74,220.286,228.546,222.301,230.235,224.17,214.811,225.195,217.006,224.059,224.774,223.23,218.344,220.014,221.235,223.919,230.835,228.227,222.911,230.769,218.879,228.119
2016-02-01,238.561,240.532,242.457,236.146,243.236,239.355,250.948,237.943,245.477,242.498,233.778,245.915,234.323,228.713,243.486,244.518,239.649,238.15,246.983,242.808,236.26,242.903,233.447,236.724,234.367,228.866,233.763,245.253,234.144,236.766,233.841,243.545,239.406,241.75,238.894,233.793,234.737,243.409,239.125,243.108,224.257,244.715,237.035,249.804,236.955,239.535,242.562,235.207
2016-02-02,243.579,236.311,245.572,243.198,241.773,235.933,238.392,240.836,229.664,236.758,243.891,233.328,245.524,236.392,240.948,233.905,241.719,241.616,244.841,245.883,245.402,240.4,233.529,245.738,233.156,237.299,242.929,241.524,247.028,239.381,231.308,238.082,240.233,237.721,246.163,238.214,232.525,241.635,233.905,247.539,240.693,232.681,244.568,250.744,229.805,243.724,241.718,240.241
2016-02-03,241.044,241.755,236.082,246.156,232.938,248.778,246.715,233.721,239.374,246.198,237.049,238.622,237.473,244.99,236.49,239.353,241.987,238.406,235.252,232.977,232.131,233.751,231.162,235.92,240.837,239.659,235.442,234.526,234.644,232.755,233.483,242.82,232.675,239.483,236.441,251.025,230.796,240.326,237.802,235.708,240.909,240.145,234.282,241.441,241.263,245.67,236.479,246.44
2016-02-04,238.458,229.939,241.905,239.009,235.175,243.868,237.142,244.269,239.004,242.993,242.653,241.666,234.459,243.804,239.504,248.987,241.692,242.996,235.738,237.455,239.863,233.796,233.797,238.88,239.027,240.368,244.749,237.483,242.66,238.707,238.471,240.631,229.5,239.718,236.344,234.948,230.365,237.279,230.411,243.566,238.254,231.346,236.175,243.015,236.552,238.054,237.632,238.786
2016-02-05,231.262,239.182,236.728,253.543,238.38,237.218,244.133,238.653,240.613,235.215,246.846,236.395,241.197,244.822,237.942,239.399,242.208,242.669,234.181,240.269,234.874,235.831,236.296,245.222,247.044,251.875,239.129,235.371,234.758,247.097,232.034,237.882,236.69,247.779,234.548,244.675,245.688,238.602,241.629,232.033,238.978,238.37,227.049,241.389,241.101,231.292,232.638,235.812
2016-02-06,229.76,230.795,227.768,227.537,233.642,230.011,231.722,231.151,234.341,231.501,236.219,232.696,236.347,238.01,225.435,236.5,240.498,227.701,232.07,230.559,234.265,234.633,229.11,238.314,228.239,231.576,236.972,241.29,229.837,235.851,233.24,224.869,227.782,226.623,229.88,230.282,232.348,238.152,234.18,244.54,231.087,235.884,234.143,239.215,230.459,236.144,239.784,228.87
2016-02-07,224.699,227.306,223.079,221.097,233.285,224.002,232.841,222.748,224.104,228.624,224.109,220.99,221.796,226.263,222.038,225.432,214.877,222.524,224.224,222.729,220.564,221.06,225.353,231.729,218.742,223.793,229.433,226.541,224.614,223.007,225.096,224.581,215.195,221.814,216.261,230.847,228.739,221.488,228.659,236.057,222.232,230.884,226.668,223.971,220.059,222.534,223.259,214.613
2016-02-08,241.94,237.86,241.599,237.393,253.756,231.465,234.933,242.777,250.692,234.648,248.158,235.009,245.593,239.761,250.077,247.932,236.299,253.456,234.018,237.898,248.056,235.882,236.329,240.025,241.567,241.254,235.83,240.343,242.452,246.601,240.971,233.401,239.536,236.429,245.716,231.378,242.08,234.299,245.491,243.092,240.45,241.818,237.787,242.636,239.162,242.901,239.68,227.52
2016-02-09,236.941,246.666,246.355,239.901,238.797,237.795,242.419,242.172,234.712,242.568,245.303,234.828,238.505,241.62,242.861,237.386,236.869,237.179,241.244,241.455,239.307,232.868,234.181,242.449,233.553,240.484,237.673,236.517,239.528,247.426,240.783,237.984,232.345,241.853,244.843,242.308,244.983,241.682,233.16,239.185,241.913,242.852,237.039,239.097,241.152,245.487,244.213,242.495
2016-02-10,241.297,234.491,234.129,238.96,244.387,241.293,242.087,232.211,232.402,244.762,239.234,233.11,243.624,240.635,253.532,245.385,241.06,238.676,240.512,238.909,232.511,243.841,240.716,226.21,236.357,235.432,244.097,239.189,246.522,231.78,234.249,244.509,236.263,234.331,236.878,235.762,241.982,244.754,231.802,238.008,239.468,239.794,243.39,239.974,236.624,234.076,230.663,237.623
2016-02-11,239.469,243.813,237.591,250.526,239.034,237.086,241.222,234.753,240.4,229.517,242.637,239.719,240.408,240.141,233.301,235.097,246.9,241.768,236.54,241.416,241.352,248.758,244.716,241.369,237.249,247.94,238.914,235.232,233.557,235.271,237.657,243.065,243.772,244.911,240.132,243.381,250.218,243.758,247.075,232.167,235.848,235.804,226.582,239.753,246.067,236.837,240.336,235.311
2016-02-12,237.046,240.766,233.675,245.021,230.213,240.943,237.047,246.53,243.048,229.421,227.802,234.606,236.995,238.495,239.545,242.625,232.86,230.779,240.609,237.672,238.905,236.327,238.571,246.517,231.628,233.532,242.472,246.905,238.415,233.354,229.819,240.647,233.418,249.817,250.612,240.484,241.724,238.835,244.867,239.385,239.703,245.914,242.398,249.603,231.563,236.74,235.072,243.43
2016-02-13,229.926,235.015,226.789,231.78,242.886,239.827,223.493,233.911,236.056,229.926,227.098,235.293,232.686,234.784,231.484,243.045,227.974,229.914,234.609,235.616,225.815,238.243,225.446,232.248,230.792,228.932,237.481,221.317,228.824,228.025,236.281,239.419,235.82,238.698,221.886,232.978,225.795,230.477,233.354,232.657,238.607,223.029,228.337,225.341,224.607,236.889,233.065,239.447
2016-02-14,230.37,225.343,220.672,229.5,221.923,219.638,219.858,225.584,230.732,225.273,230.547,225.447,223.117,237.283,233.232,225.922,221.291,217.794,226.842,223.886,227.138,226.49,227.0,230.177,226.45,221.78,221.568,227.66,220.212,228.269,228.25,224.838,221.519,217.041,219.977,217.718,225.156,223.045,220.892,228.963,225.618,225.25,227.548,229.701,217.822,228.217,216.894,221.461
2016-02-15,244.246,242.71,242.583,240.272,246.165,232.023,237.939,239.627,249.145,244.315,244.372,235.755,250.171,241.659,234.584,250.63,232.568,235.241,238.28,234.706,241.924,240.725,239.943,248.468,231.577,245.942,235.452,246.401,248.522,250.42,238.488,233.83,240.97,239.144,230.959,242.922,234.982,246.304,244.021,238.053,239.573,238.239,237.21,254.235,234.917,239.665,244.147,237.56
2016-02-16,236.391,233.036,245.107,242.809,241.65,232.176,241.811,240.766,237.781,232.808,239.129,235.23,239.783,239.703,237.781,243.623,239.084,241.933,241.403,244.227,234.784,237.747,243.815,240.135,244.79,242.968,237.271,243.616,238.167,243.98,248.276,244.627,250.362,231.971,236.774,238.125,237.483,241.183,237.637,244.696,244.115,241.38,234.554,242.021,242.629,241.094,239.544,246.105
2016-02-17,236.774,237.644,242.594,241.941,243.482,238.04,233.105,233.474,237.328,243.194,243.193,230.705,241.956,238.982,234.41,249.889,240.664,243.362,251.693,236.618,237.5,246.529,233.139,239.754,239.621,244.045,241.341,235.028,244.055,243.447,234.368,236.107,236.882,233.897,244.498,237.849,238.07,234.431,237.511,246.51,242.983,231.656,234.661,242.443,237.015,236.751,235.28,233.027
2016-02-18,239.856,237.579,244.86,239.081,234.779,242.722,245.845,235.877,231.248,237.107,232.937,247.26,232.755,237.831,246.455,243.571,236.941,235.651,238.531,238.25,246.565,238.659,232.936,244.12,244.363,238.314,243.097,239.645,233.622,239.012,233.919,236.364,234.905,240.994,240.293,233.081,234.996,239.387,241.623,239.746,228.834,245.562,247.886,246.983,242.005,242.617,236.268,240.303
2016-02-19,233.987,239.983,232.555,242.202,237.702,243.073,240.274,237.2,243.438,233.782,238.132,236.826,242.962,239.038,240.693,241.916,228.167,234.965,239.955,244.248,242.142,245.676,238.339,239.882,237.007,237.314,235.424,236.799,238.488,236.28,239.527,230.692,241.449,240.25,241.537,237.181,236.967,244.104,238.66,248.912,232.668,238.216,234.002,235.633,235.618,237.098,243.148,233.923
2016-02-20,235.051,225.526,230.335,238.348,234.364,233.483,235.144,234.893,235.135,238.737,227.395,231.889,235.178,235.7,234.81,238.286,229.891,225.949,238.127,232.214,229.67,232.384,230.21,236.891,236.352,233.666,234.73,232.369,236.985,221.242,226.792,232.033,230.298,227.803,235.097,227.674,233.228,232.795,232.486,228.367,231.321,237.916,234.742,236.69,231.846,224.312,230.052,231.518
2016-02-21,230.894,230.149,226.948,221.181,225.614,223.858,223.94,219.484,227.124,224.902,228.656,218.458,219.964,241.447,221.075,226.33,227.006,220.615,232.811,224.741,225.709,233.22,221.476,222.841,223.481,218.858,226.277,227.165,225.861,227.988,228.932,226.56,223.949,230.529,221.901,231.321,224.168,228.478,233.257,214.843,224.171,223.218,232.72,223.205,237.319,218.159,226.609,223.297
2016-02-22,241.818,236.694,237.24,230.672,239.918,232.228,233.129,239.816,238.819,244.318,232.921,241.416,240.944,237.952,235.552,239.021,243.633,237.61,243.457,238.089,247.658,239.528,238.56,231.687,232.567,241.226,238.311,240.747,236.122,238.68,236.414,240.813,238.355,248.328,236.105,244.757,234.351,237.172,235.371,245.431,241.492,240.057,240.523,234.208,246.117,246.053,239.236,239.463
2016-02-23,242.508,238.561,238.442,237.04,237.744,237.121,242.895,237.828,237.349,236.399,232.22,246.87,241.835,243.549,236.863,246.377,240.095,246.355,239.336,239.186,236.872,239.771,240.477,246.547,246.772,239.831,245.237,226.388,237.148,240.596,243.648,241.426,239.132,237.19,235.571,248.507,244.773,245.662,239.451,236.841,242.056,239.282,238.787,239.281,236.369,235.228,238.239,232.767
2016-02-24,242.264,243.415,235.715,230.65,241.284,240.542,239.498,233.011,230.218,247.595,238.364,241.815,239.061,241.38,233.28,237.266,232.911,234.195,236.005,230.75,237.192,235.996,233.72,238.764,239.346,235.393,249.033,242.839,244.77,237.828,243.679,243.066,234.523,236.134,253.358,237.431,241.731,238.372,243.381,234.638,234.587,244.831,240.351,227.537,239.512,238.529,242.803,240.937
2016-02-25,241.038,239.819,240.791,233.881,235.498,235.319,232.979,243.174,244.559,242.34,236.521,236.828,237.294,244.729,241.921,247.726,234.758,238.32,233.364,232.614,238.657,237.793,236.945,232.052,240.342,238.041,243.78,242.036,233.119,241.295,236.533,246.738,239.258,236.989,237.453,232.214,245.502,249.547,231.118,238.194,238.871,236.555,245.23,245.373,238.225,249.317,239.557,238.242
2016-02-26,240.74,235.828,246.358,242.352,237.701,238.512,235.054,240.657,233.206,239.415,236.924,242.115,244.392,243.168,238.813,236.002,237.965,239.32,241.736,236.68,234.769,240.23,245.906,248.365,243.198,234.659,246.144,235.351,235.711,241.447,232.791,243.238,239.143,241.311,235.457,243.453,241.857,237.66,243.926,226.663,241.135,238.885,235.594,240.248,241.793,235.871,238.828,239.202
2016-02-27,234.043,237.916,230.063,238.334,226.161,233.615,224.232,232.551,235.572,241.613,232.447,228.743,236.985,232.409,232.675,236.477,237.293,224.173,232.457,232.142,227.251,224.676,231.908,230.064,228.852,231.58,230.588,232.3,239.541,232.078,240.951,237.996,236.712,228.835,230.855,227.946,234.149,231.907,234.269,233.623,232.998,230.56,227.699,230.167,235.546,231.457,231.939,236.248
2016-02-28,227.23,218.398,224.674,221.115,224.792,226.793,227.329,232.524,222.782,223.709,227.62,229.366,220.394,228.127,228.031,224.359,223.771,228.333,226.959,226.839,221.742,217.284,224.613,223.816,227.098,221.595,227.893,226.88,221.705,229.289,223.493,221.901,226.165,224.97,220.963,227.827,224.995,221.623,217.142,226.955,225.482,225.573,231.233,213.826,230.748,231.174,220.625,229.603
2016-02-29,235.512,234.408,238.915,248.151,241.132,239.639,243.641,236.419,246.57,246.92,241.455,235.626,244.533,240.811,242.482,244.842,241.49,235.079,246.536,240.737,240.952,242.345,240.893,242.981,240.345,238.55,236.766,236.952,238.02,244.137,237.787,238.868,238.916,241.956,242.507,248.854,232.73,238.309,242.144,231.332,247.738,238.844,235.598,244.048,228.876,240.416,234.653,239.329
2016-03-01,241.191,243.195,241.369,249.39,239.697,237.763,245.271,239.087,241.402,220.548,241.57,239.042,237.318,236.257,243.724,229.624,254.478,244.926,241.171,248.499,240.715,235.115,244.318,231.567,242.273,245.137,241.961,232.452,240.382,238.811,235.846,228.33,233.724,237.002,244.789,252.582,243.502,235.626,237.384,244.582,242.339,241.272,240.54,245.142,250.106,239.446,240.16,241.815
2016-03-02,237.187,228.902,241.764,235.888,245.704,240.273,246.57,235.294,244.816,231.588,243.89,238.264,243.888,237.685,242.668,241.807,241.235,241.52,247.446,236.713,246.12,237.704,245.179,250.603,235.578,229.077,240.184,236.088,236.879,237.823,236.844,246.252,244.788,244.95,250.471,235.71,227.445,249.089,240.599,239.133,230.768,232.928,242.713,238.715,229.092,234.897,244.423,245.522
2016-03-03,240.425,252.969,244.316,248.068,245.784,243.38,232.988,231.737,235.85,240.637,239.405,241.194,239.304,241.688,244.128,239.438,238.021,226.849,243.576,235.697,235.047,243.554,243.798,242.656,243.963,234.162,238.303,236.767,247.683,243.536,238.232,243.429,241.194,238.838,241.635,243.473,238.719,233.413,241.098,238.136,233.916,235.722,238.206,239.53,242.089,238.383,241.554,237.612
2016-03-04,242.013,241.33,242.125,246.281,238.046,231.771,239.027,243.276,239.519,240.923,231.152,235.406,241.979,243.124,235.807,241.157,235.996,233.882,239.74,240.439,241.298,242.895,247.43,243.943,237.672,243.899,232.374,239.882,244.444,242.652,243.366,248.545,235.853,243.205,238.953,244.737,239.963,243.145,246.806,242.421,238.395,237.64,236.077,244.37,245.683,238.23,230.737,236.367
2016-03-05,234.234,227.821,223.122,230.154,222.743,233.729,230.355,232.498,238.24,228.001,222.242,232.086,234.396,225.579,230.507,230.605,232.347,229.359,244.588,230.999,233.084,229.967,219.942,238.631,217.557,238.52,226.081,225.907,231.712,242.417,233.702,231.33,228.652,235.24,230.499,235.533,223.099,234.672,233.695,225.901,227.422,231.534,229.958,233.565,225.555,228.11,242.036,228.306
2016-03-06,223.118,224.239,223.783,230.468,222.461,228.884,221.186,228.515,224.072,224.249,224.637,227.513,219.665,220.668,234.205,227.316,223.412,227.926,224.765,214.903,225.762,224.487,226.607,221.549,224.044,230.176,224.357,223.105,226.679,223.262,229.842,224.251,226.671,221.867,219.42,228.273,226.215,227.905,228.352,218.423,225.575,216.008,227.373,220.15,227.139,228.303,222.608,224.932
2016-03-07,245.252,231.481,242.482,239.967,243.94,231.491,239.417,244.687,245.908,235.717,238.062,248.217,232.602,239.181,240.25,240.238,234.927,244.018,243.654,248.096,235.603,237.094,244.65,248.092,239.352,232.084,238.365,244.019,242.647,244.729,248.617,237.335,235.07,233.641,238.812,244.279,247.67,240.447,239.471,238.764,245.272,235.752,238.898,239.029,239.27,248.058,235.129,251.156
2016-03-08,236.262,235.472,236.236,242.506,239.333,244.768,235.456,231.389,237.624,240.74,232.363,238.89,241.964,235.538,235.455,234.156,238.713,241.585,252.555,244.979,233.359,232.042,238.872,246.927,242.546,236.875,244.196,245.995,246.399,234.294,241.494,233.266,235.543,233.278,238.146,232.524,243.11,239.341,235.261,241.724,246.729,241.054,236.605,238.041,238.901,236.041,231.204,237.588
