date,location_id,temperature_max_c,temperature_min_c,temperature_mean_c,wind_speed_mean_ms,cloud_cover_pct,precipitation_mm
2016-02-24,C3,4.5,-2.9,0.5,1.93,27,0.0
2016-02-25,C3,4.4,-3.2,0.1,2.21,48,0.0
2016-02-26,C3,4.4,-1.8,0.8,1.93,98,0.0
2016-02-27,C3,5.4,-2.7,1.0,2.07,90,0.0
2016-02-28,C3,6.1,-2.0,1.8,1.24,40,0.0
2016-02-29,C3,4.6,-1.2,2.7,5.09,100,4.7
2016-03-01,C3,8.6,2.0,6.4,6.71,91,16.8
2016-03-02,C3,5.4,0.3,2.9,5.15,81,1.9
2016-03-03,C3,6.6,1.8,3.7,2.34,85,2.2
2016-03-04,C3,6.7,2.2,3.9,5.18,72,3.1
2016-03-05,C3,6.3,-0.1,3.0,2.9,55,0.1
2016-03-06,C3,4.0,-3.4,0.5,2.45,53,0.0
2016-03-07,C3,5.7,-3.1,1.2,1.76,24,0.0
2016-03-08,C3,7.8,-0.5,4.0,4.36,99,4.1
2016-03-09,C3,5.9,-0.8,3.1,2.5,48,3.8
2016-03-10,C3,8.2,-3.5,2.3,1.44,49,0.0
2016-03-11,C3,7.4,1.2,4.6,3.61,91,1.7
2016-03-12,C3,10.3,6.5,8.3,4.3,99,1.1
2016-03-13,C3,11.8,4.9,8.3,2.12,97,0.0
2016-03-14,C3,12.5,0.4,6.3,2.39,28,0.0
2016-03-15,C3,8.7,0.9,4.7,3.68,65,0.0
2016-03-16,C3,9.1,4.1,5.9,3.72,93,0.0
2016-03-17,C3,10.4,3.1,6.0,1.29,64,0.0
2016-03-18,C3,9.7,1.0,5.5,1.94,88,0.0
2016-03-19,C3,9.8,3.7,6.4,1.19,84,0.0
2016-03-20,C3,10.9,1.1,5.9,1.85,34,0.0
2016-03-21,C3,9.9,3.3,6.7,3.82,88,0.0
2016-03-22,C3,9.4,6.0,7.5,2.82,98,0.0
2016-03-23,C3,8.2,3.9,6.1,3.08,89,0.4
2016-03-24,C3,7.4,4.7,5.9,4.69,100,4.3
2016-03-25,C3,9.7,3.0,6.6,5.68,72,0.0
2016-03-26,C3,8.9,5.4,7.3,7.76,94,17.8
2016-03-27,C3,8.2,3.6,5.5,6.13,70,4.6
2016-03-28,C3,8.4,1.6,4.9,3.19,54,0.8
2016-03-29,C3,7.9,1.4,4.4,2.76,64,3.6
2016-03-30,C3,8.9,0.4,4.1,2.33,50,3.2
2016-03-31,C3,8.8,0.2,4.6,2.1,54,0.5
2016-04-01,C3,8.0,0.8,5.6,6.66,98,14.5
2016-04-02,C3,10.9,3.3,7.4,2.0,100,5.5
2016-04-03,C3,10.6,5.0,7.9,2.35,91,2.8
2016-04-04,C3,8.0,5.6,6.9,3.0,100,8.5
2016-04-05,C3,10.2,5.3,7.4,3.66,75,4.4
2016-04-06,C3,7.6,4.5,5.9,5.24,79,6.8
2016-04-07,C3,11.8,4.2,7.5,3.82,61,2.1
2016-04-08,C3,9.1,2.1,5.9,2.87,73,4.0
2016-04-09,C3,7.9,2.8,5.3,2.12,73,7.3
2016-04-10,C3,10.4,2.3,5.9,2.4,80,3.1
2016-04-11,C3,9.4,3.1,6.5,6.94,82,0.0
2016-04-12,C3,8.8,5.3,6.6,5.67,100,13.7
2016-04-13,C3,9.1,5.0,6.6,4.01,92,4.4
2016-04-14,C3,8.8,3.2,6.2,2.1,89,0.0
2016-04-15,C3,6.6,0.7,4.7,2.6,85,2.4
2016-04-16,C3,8.3,-2.4,3.2,2.46,20,0.0
2016-04-17,C3,8.8,-1.9,4.6,4.93,58,0.3
2016-04-18,C3,9.5,5.3,7.7,6.69,68,0.8
2016-04-19,C3,10.4,1.7,6.6,2.21,48,0.0
2016-04-20,C3,13.3,1.9,7.7,1.45,2,0.0
2016-04-21,C3,15.0,2.5,9.1,2.06,26,0.0
2016-04-22,C3,10.6,3.0,7.0,2.79,61,0.2
2016-04-23,C3,9.1,-0.1,5.3,2.99,43,0.1
2016-04-24,C3,11.6,1.3,6.5,2.78,79,0.7
2016-04-25,C3,7.7,2.3,5.0,4.22,33,0.0
2016-04-26,C3,8.3,-0.4,4.1,4.31,42,0.7
2016-04-27,C3,7.5,-2.8,3.0,2.62,29,1.3
2016-04-28,C3,5.0,-1.5,1.7,2.75,86,7.7
2016-04-29,C3,9.2,0.8,4.5,4.31,92,5.3
2016-04-30,C3,9.3,-1.2,4.8,3.24,65,0.4
2016-05-01,C3,11.2,5.3,8.5,5.53,100,5.7
2016-05-02,C3,11.2,5.8,9.1,7.38,69,14.3
2016-05-03,C3,10.1,5.2,7.4,5.61,72,1.3
2016-05-04,C3,11.2,6.4,8.9,5.94,99,0.0
2016-05-05,C3,12.7,8.5,10.4,4.82,84,0.4
2016-05-06,C3,14.6,7.1,10.9,1.58,99,0.0
2016-05-07,C3,14.0,7.7,10.3,5.89,99,0.2
2016-05-08,C3,20.2,8.5,13.5,4.44,67,1.1
2016-05-09,C3,19.9,8.6,14.1,5.2,1,0.0
2016-05-10,C3,19.1,9.1,13.9,5.96,15,0.0
2016-05-11,C3,18.3,10.4,14.0,6.32,40,0.0
2016-05-12,C3,17.6,9.6,13.1,5.78,29,0.0
2016-05-13,C3,10.6,5.7,8.7,4.31,73,0.0
2016-05-14,C3,13.3,3.5,8.6,1.7,29,0.0
2016-05-15,C3,11.8,3.5,8.4,2.21,62,0.0
2016-05-16,C3,12.6,4.8,9.3,2.35,72,0.0
2016-05-17,C3,13.5,5.4,10.1,3.33,88,9.2
2016-05-18,C3,14.4,10.0,11.9,2.77,92,4.6
2016-05-19,C3,11.6,9.0,10.4,4.61,96,7.0
2016-05-20,C3,14.3,8.8,11.0,4.8,83,3.7
2016-05-21,C3,14.0,9.9,11.9,4.27,81,8.9
2016-05-22,C3,14.3,7.2,11.2,2.46,40,4.0
2016-05-23,C3,15.0,4.5,10.9,2.19,30,0.1
2016-05-24,C3,15.1,4.9,10.5,2.82,27,0.0
2016-05-25,C3,14.1,5.4,9.6,3.95,83,1.3
2016-05-26,C3,12.3,7.9,10.3,4.3,94,0.0
2016-05-27,C3,12.3,9.4,10.7,3.49,100,0.0
2016-05-28,C3,15.0,9.9,12.2,2.39,87,0.0
2016-05-29,C3,18.3,6.0,12.8,1.61,64,0.0
2016-05-30,C3,18.9,6.4,13.3,2.69,69,0.0
2016-05-31,C3,20.6,8.2,15.1,2.26,21,0.0
2016-06-01,C3,19.9,8.2,14.3,3.26,12,0.0
2016-06-02,C3,19.0,6.2,12.8,2.31,25,0.0
2016-06-03,C3,19.7,9.3,14.5,2.38,35,0.0
2016-06-04,C3,19.5,12.7,15.7,3.81,70,0.4
2016-06-05,C3,21.9,9.1,15.7,2.16,16,0.0
2016-06-06,C3,23.6,10.7,17.4,1.3,32,2.1
2016-06-07,C3,22.9,11.3,17.2,1.46,89,2.1
2016-06-08,C3,20.1,12.8,16.2,2.2,68,0.0
2016-06-09,C3,20.2,10.0,15.3,1.82,78,0.4
2016-06-10,C3,16.5,12.0,14.0,2.85,100,0.2
2016-06-11,C3,14.3,10.7,12.5,3.24,99,4.1
2016-06-12,C3,13.2,11.1,12.1,2.88,99,3.6
2016-06-13,C3,15.6,11.5,13.3,3.13,97,5.3
2016-06-14,C3,15.8,10.6,12.9,4.31,89,1.1
2016-06-15,C3,15.2,11.6,13.0,3.99,99,2.1
2016-06-16,C3,13.6,10.4,11.8,2.76,100,0.7
2016-06-17,C3,17.2,10.2,13.4,2.51,90,0.0
2016-06-18,C3,16.2,8.8,12.4,2.01,69,0.0
2016-06-19,C3,15.9,8.8,12.8,3.93,100,4.8
2016-06-20,C3,15.7,12.1,13.9,5.15,80,1.2
2016-06-21,C3,17.0,11.0,14.1,4.19,77,0.4
2016-06-22,C3,17.0,12.5,14.6,4.11,72,3.7
2016-06-23,C3,18.4,9.8,15.0,2.31,62,0.9
2016-06-24,C3,17.0,11.9,14.4,1.77,85,12.4
2016-06-25,C3,17.6,11.2,14.4,1.47,80,9.8
2016-06-26,C3,15.1,9.2,12.7,3.88,95,2.6
2016-06-27,C3,13.4,10.7,12.0,5.76,65,1.3
2016-06-28,C3,14.6,10.6,12.0,3.34,91,5.3
2016-06-29,C3,13.3,9.4,11.6,2.79,78,6.4
2016-06-30,C3,13.7,9.5,11.4,4.35,94,4.7
2016-07-01,C3,13.5,8.9,11.3,4.55,78,12.7
2016-07-02,C3,14.3,8.4,11.1,5.3,83,13.9
2016-07-03,C3,14.6,9.5,11.9,5.01,69,2.5
2016-07-04,C3,13.0,9.3,11.5,1.85,92,10.5
2016-07-05,C3,15.2,8.8,12.5,3.99,48,0.3
2016-07-06,C3,13.8,7.8,11.6,3.41,93,4.6
2016-07-07,C3,17.4,11.6,14.6,4.49,95,1.8
2016-07-08,C3,16.7,11.8,14.4,4.73,70,4.4
2016-07-09,C3,17.8,10.4,14.5,3.66,95,5.4
2016-07-10,C3,17.0,13.6,14.9,3.94,92,7.6
2016-07-11,C3,16.6,11.7,14.6,4.09,73,1.1
2016-07-12,C3,15.4,9.2,12.6,3.58,59,0.0
2016-07-13,C3,15.6,8.0,12.4,3.38,49,3.8
2016-07-14,C3,16.9,7.8,13.1,2.47,58,0.0
2016-07-15,C3,17.3,11.4,14.2,4.68,100,10.0
2016-07-16,C3,14.6,11.8,13.1,6.5,98,2.0
2016-07-17,C3,15.0,11.9,13.2,5.38,93,2.0
2016-07-18,C3,19.9,13.5,16.8,3.85,82,0.8
2016-07-19,C3,25.8,13.6,20.1,2.17,42,0.2
2016-07-20,C3,19.9,13.9,18.1,3.17,90,22.1
2016-07-21,C3,19.6,11.6,15.9,3.26,67,0.2
2016-07-22,C3,17.6,13.3,15.9,3.05,92,0.5
2016-07-23,C3,18.5,10.8,15.2,2.79,89,1.3
2016-07-24,C3,16.6,13.9,15.2,1.95,95,4.5
2016-07-25,C3,15.9,12.1,13.9,4.79,75,5.2
2016-07-26,C3,15.4,11.4,13.3,3.07,91,5.8
2016-07-27,C3,15.6,10.5,13.5,3.72,78,0.9
2016-07-28,C3,17.0,10.0,13.9,1.85,82,1.3
2016-07-29,C3,17.7,10.4,14.7,2.64,50,0.0
2016-07-30,C3,16.5,10.4,13.3,3.74,49,0.2
2016-07-31,C3,15.4,9.5,12.8,3.91,58,0.4
2016-08-01,C3,16.8,8.3,13.4,2.02,36,0.2
2016-08-02,C3,18.3,7.4,14.1,3.17,71,2.4
2016-08-03,C3,16.0,14.0,14.9,4.12,92,11.3
2016-08-04,C3,18.3,12.9,15.4,3.65,62,0.9
2016-08-05,C3,16.7,9.8,13.3,2.98,70,0.5
2016-08-06,C3,17.2,9.5,14.2,4.26,77,1.1
2016-08-07,C3,17.5,11.7,14.8,9.14,92,4.7
2016-08-08,C3,14.9,10.3,12.7,6.94,48,1.1
2016-08-09,C3,14.6,8.9,11.8,4.04,65,0.4
2016-08-10,C3,13.2,7.3,11.0,2.89,86,7.0
2016-08-11,C3,15.9,12.4,14.4,6.08,100,1.8
2016-08-12,C3,15.7,13.6,14.8,6.51,100,7.1
2016-08-13,C3,15.7,12.6,14.1,5.29,95,1.1
2016-08-14,C3,17.4,11.7,14.3,2.56,84,0.1
2016-08-15,C3,19.8,9.4,14.7,2.19,86,0.0
2016-08-16,C3,23.0,9.5,16.6,2.32,40,0.0
2016-08-17,C3,21.7,10.8,16.3,1.72,27,0.0
2016-08-18,C3,19.5,11.4,15.6,2.26,81,0.1
2016-08-19,C3,15.2,11.9,14.1,3.95,94,9.9
2016-08-20,C3,17.0,13.7,15.1,3.85,88,3.8
2016-08-21,C3,16.6,13.1,14.8,4.01,81,0.3
2016-08-22,C3,18.1,12.0,15.2,3.49,77,2.6
2016-08-23,C3,17.8,10.6,14.1,2.28,98,1.6
2016-08-24,C3,18.5,12.0,15.3,1.99,65,0.0
2016-08-25,C3,16.8,10.2,13.9,2.03,96,0.3
2016-08-26,C3,16.2,12.4,14.1,3.96,41,0.8
2016-08-27,C3,18.5,10.4,14.4,1.84,76,0.3
2016-08-28,C3,18.1,12.1,14.6,2.13,80,1.5
2016-08-29,C3,16.9,9.3,13.7,3.85,76,0.0
2016-08-30,C3,20.2,13.8,16.4,5.09,73,0.0
2016-08-31,C3,16.1,12.9,14.8,5.99,79,4.5
2016-09-01,C3,15.3,12.0,13.7,5.4,86,2.1
2016-09-02,C3,15.4,12.4,14.0,4.82,68,2.3
2016-09-03,C3,17.1,12.2,14.1,3.12,90,1.6
2016-09-04,C3,17.6,10.3,14.2,1.72,85,0.8
2016-09-05,C3,19.6,12.3,15.7,3.62,85,0.0
2016-09-06,C3,18.7,16.4,17.7,3.58,98,0.3
2016-09-07,C3,20.8,16.6,18.2,3.5,97,0.0
2016-09-08,C3,17.9,13.6,15.6,4.59,87,8.4
2016-09-09,C3,15.9,12.7,14.6,6.01,95,11.1
2016-09-10,C3,15.6,11.0,13.1,4.39,52,0.0
2016-09-11,C3,16.3,11.1,13.7,6.49,72,0.0
2016-09-12,C3,19.0,15.1,16.8,6.91,98,4.0
2016-09-13,C3,18.5,15.4,16.9,1.86,100,9.6
2016-09-14,C3,17.7,13.4,15.4,5.13,90,2.5
2016-09-15,C3,21.3,14.0,16.6,2.23,89,0.1
2016-09-16,C3,15.9,11.0,13.6,3.73,64,3.5
2016-09-17,C3,15.8,8.4,12.1,2.04,94,0.0
2016-09-18,C3,16.9,9.7,13.1,3.45,79,0.5
2016-09-19,C3,15.3,9.2,12.4,2.31,69,0.0
2016-09-20,C3,15.4,8.3,11.5,1.94,67,0.0
2016-09-21,C3,15.8,6.6,11.6,3.71,87,2.0
2016-09-22,C3,14.1,9.4,12.1,3.64,75,5.6
2016-09-23,C3,14.7,9.0,12.0,5.43,88,4.2
2016-09-24,C3,15.9,13.1,14.8,7.72,100,14.3
2016-09-25,C3,14.2,9.6,12.1,5.31,72,5.6
2016-09-26,C3,13.9,8.0,10.7,2.64,70,0.7
2016-09-27,C3,14.7,7.8,12.6,6.69,91,0.7
2016-09-28,C3,17.4,12.5,14.7,7.3,94,5.4
2016-09-29,C3,14.0,9.3,10.9,8.22,78,10.5
2016-09-30,C3,12.1,7.5,9.8,4.1,73,6.3
2016-10-01,C3,12.8,4.9,8.7,1.77,71,0.4
2016-10-02,C3,13.1,3.5,8.2,1.79,48,0.0
2016-10-03,C3,15.4,5.3,9.8,3.55,96,0.0
2016-10-04,C3,16.2,5.6,11.3,3.67,82,0.0
2016-10-05,C3,15.6,9.1,11.8,4.17,21,0.0
2016-10-06,C3,13.3,7.2,9.9,4.37,24,0.0
2016-10-07,C3,14.3,9.8,11.7,3.79,72,0.0
2016-10-08,C3,13.3,7.6,10.6,2.47,57,0.0
2016-10-09,C3,12.2,5.0,8.4,1.9,34,0.0
2016-10-10,C3,11.4,3.8,7.8,2.34,55,0.0
2016-10-11,C3,12.2,6.7,9.5,4.45,84,0.0
2016-10-12,C3,11.6,7.2,9.4,4.04,64,0.0
2016-10-13,C3,11.9,6.9,9.1,4.24,47,0.6
2016-10-14,C3,11.7,8.1,9.4,3.98,59,3.2
2016-10-15,C3,11.9,7.3,9.7,3.13,88,2.6
2016-10-16,C3,11.6,6.6,9.0,4.09,70,6.8
2016-10-17,C3,12.2,9.4,10.4,4.86,89,4.8
2016-10-18,C3,11.3,5.8,8.6,4.16,58,8.5
2016-10-19,C3,12.5,5.9,9.0,2.19,49,0.0
2016-10-20,C3,11.4,4.5,8.2,1.33,82,0.0
2016-10-21,C3,11.8,4.9,8.1,1.28,93,0.0
2016-10-22,C3,10.6,3.7,6.8,2.61,38,0.0
2016-10-23,C3,8.9,5.9,7.0,4.31,54,0.0
2016-10-24,C3,9.5,4.8,6.8,3.17,59,0.0
2016-10-25,C3,9.9,1.1,5.5,2.24,79,0.0
2016-10-26,C3,12.8,9.7,11.0,5.52,79,0.5
2016-10-27,C3,13.1,9.7,11.7,6.57,90,0.9
2016-10-28,C3,11.3,5.9,9.3,3.67,71,0.0
2016-10-29,C3,12.9,5.9,10.4,2.29,97,0.0
2016-10-30,C3,12.7,9.0,10.6,2.43,74,0.6
2016-10-31,C3,12.8,8.5,10.7,2.08,97,1.6
2016-11-01,C3,9.9,2.3,6.4,2.6,37,0.6
2016-11-02,C3,8.9,1.8,5.0,2.14,71,0.0
2016-11-03,C3,8.3,4.8,6.9,3.51,96,4.9
2016-11-04,C3,7.9,2.9,5.3,2.61,44,0.8
2016-11-05,C3,6.5,2.2,3.9,3.97,21,0.0
2016-11-06,C3,7.1,1.9,3.9,4.03,16,0.0
2016-11-07,C3,6.1,-1.3,1.8,2.15,11,0.0
2016-11-08,C3,3.8,-0.5,1.6,2.38,84,5.4
2016-11-09,C3,4.4,1.2,2.4,1.61,94,6.0
2016-11-10,C3,6.8,1.0,3.7,2.97,45,2.2
2016-11-11,C3,8.2,-0.1,3.8,3.9,77,3.4
2016-11-12,C3,10.1,4.3,8.5,4.16,86,9.2
2016-11-13,C3,9.9,1.7,6.3,3.42,97,0.7
2016-11-14,C3,12.8,9.9,11.8,5.61,100,0.9
2016-11-15,C3,12.8,8.6,9.9,5.56,86,0.1
2016-11-16,C3,9.3,4.7,6.8,6.83,78,7.3
2016-11-17,C3,4.8,2.0,3.9,4.67,95,7.7
2016-11-18,C3,4.4,-1.4,1.4,1.97,97,0.0
2016-11-19,C3,4.1,-1.5,0.8,2.09,88,0.3
2016-11-20,C3,2.4,-1.7,0.3,1.36,74,0.0
2016-11-21,C3,2.8,-3.6,-0.5,3.18,88,0.1
2016-11-22,C3,5.6,-0.2,3.3,4.5,76,3.5
2016-11-23,C3,1.3,-1.7,-0.3,1.27,27,0.0
2016-11-24,C3,1.2,-2.4,-1.0,0.92,64,0.0
2016-11-25,C3,3.7,-3.8,-0.8,1.53,66,0.0
2016-11-26,C3,4.5,0.2,1.8,0.9,84,0.0
2016-11-27,C3,5.5,0.7,3.1,2.41,68,0.0
2016-11-28,C3,4.5,-1.0,1.0,1.85,36,0.0
2016-11-29,C3,7.1,0.2,3.5,3.15,71,0.0
2016-11-30,C3,8.8,3.1,6.5,4.49,97,0.0
2016-12-01,C3,9.6,4.3,7.6,3.99,47,0.0
2016-12-02,C3,6.2,3.2,4.5,1.13,48,0.0
2016-12-03,C3,5.6,1.8,3.7,1.18,86,0.0
2016-12-04,C3,2.3,-1.5,0.4,1.7,75,0.0
2016-12-05,C3,2.0,-2.6,-0.7,1.8,91,0.0
2016-12-06,C3,9.8,-1.6,2.9,3.18,98,5.1
2016-12-07,C3,12.9,10.5,12.0,7.16,98,0.5
2016-12-08,C3,11.9,7.4,9.9,3.73,89,0.0
2016-12-09,C3,12.2,5.8,10.1,5.45,96,1.9
2016-12-10,C3,9.4,7.2,8.3,5.73,67,1.1
2016-12-11,C3,9.6,6.7,8.0,4.59,87,0.0
2016-12-12,C3,8.3,6.5,7.2,2.36,99,0.0
2016-12-13,C3,7.9,4.0,6.4,3.05,82,0.2
2016-12-14,C3,11.8,5.4,9.3,4.25,97,8.8
2016-12-15,C3,9.8,3.6,7.9,3.78,99,0.2
2016-12-16,C3,8.9,4.5,7.6,2.92,85,2.8
2016-12-17,C3,7.5,1.6,5.2,3.94,81,0.8
2016-12-18,C3,8.1,6.1,7.4,3.46,99,0.3
2016-12-19,C3,8.8,4.2,6.4,2.92,81,0.0
2016-12-20,C3,7.6,-1.0,4.1,4.79,84,7.2
2016-12-21,C3,6.5,3.5,4.5,6.46,64,3.2
2016-12-22,C3,5.3,3.6,4.5,7.29,84,8.5
2016-12-23,C3,9.2,4.2,6.3,8.47,92,13.8
2016-12-24,C3,7.5,3.9,5.1,8.41,97,10.1
2016-12-25,C3,11.6,5.2,9.5,8.86,96,4.7
2016-12-26,C3,6.1,2.8,4.6,8.49,66,2.4
2016-12-27,C3,6.5,3.8,5.3,4.15,28,0.0
2016-12-28,C3,7.8,4.7,6.3,4.35,69,0.0
2016-12-29,C3,8.0,5.9,6.8,5.13,76,0.0
2016-12-30,C3,10.6,7.7,9.5,6.61,94,0.0
2016-12-31,C3,10.3,5.5,8.7,6.41,100,5.4
2017-01-01,C3,4.9,-1.1,2.1,2.92,22,0.0
2017-01-02,C3,4.7,-2.6,0.9,2.76,32,0.0
2017-01-03,C3,8.5,2.7,6.8,5.65,90,0.0
2017-01-04,C3,7.9,-1.5,2.3,2.4,11,0.0
2017-01-05,C3,4.3,-4.1,-0.5,1.93,41,0.0
2017-01-06,C3,8.9,4.8,7.7,3.63,100,4.8
2017-01-07,C3,8.7,3.9,7.0,1.65,97,0.0
2017-01-08,C3,9.1,6.9,8.3,3.4,93,0.0
2017-01-09,C3,9.4,3.9,6.4,7.07,85,15.0
2017-01-10,C3,9.1,5.1,7.0,5.81,73,0.0
2017-01-11,C3,10.5,2.8,5.7,9.76,59,0.9
2017-01-12,C3,2.8,-1.1,1.2,4.64,66,1.8
2017-01-13,C3,2.8,-2.0,0.7,4.96,47,1.2
2017-01-14,C3,4.6,-1.2,1.3,2.95,30,1.1
2017-01-15,C3,9.9,4.6,8.3,4.01,95,3.4
2017-01-16,C3,10.0,7.0,8.6,2.64,88,0.9
2017-01-17,C3,10.2,8.6,9.1,2.83,100,0.0
2017-01-18,C3,8.8,5.7,7.3,3.62,58,0.0
2017-01-19,C3,8.0,5.1,6.3,2.6,77,0.0
2017-01-20,C3,5.6,2.5,4.2,1.51,83,0.0
2017-01-21,C3,6.2,-0.9,1.6,1.53,25,0.0
2017-01-22,C3,3.5,0.6,2.1,1.47,97,0.8
2017-01-23,C3,6.0,-2.0,1.9,2.27,39,0.0
2017-01-24,C3,9.6,4.4,8.1,4.56,99,0.4
2017-01-25,C3,9.9,4.6,8.3,5.22,80,0.0
2017-01-26,C3,4.3,-0.9,2.0,2.51,24,0.0
2017-01-27,C3,5.6,-2.5,1.6,2.62,37,0.4
2017-01-28,C3,4.0,1.7,2.9,2.08,96,11.1
2017-01-29,C3,5.7,0.3,2.6,2.41,49,0.1
2017-01-30,C3,5.8,-2.7,1.6,3.51,55,0.7
2017-01-31,C3,8.1,3.1,6.2,3.8,100,9.5
2017-02-01,C3,9.1,3.4,6.4,3.27,78,0.6
2017-02-02,C3,10.8,7.8,9.5,5.83,76,0.3
2017-02-03,C3,10.0,5.3,7.6,5.4,77,5.3
2017-02-04,C3,6.3,2.0,4.2,4.76,92,8.4
2017-02-05,C3,5.3,-0.2,2.8,1.94,81,4.0
2017-02-06,C3,5.4,-0.8,2.6,3.87,69,2.0
2017-02-07,C3,4.0,0.6,2.2,1.86,100,20.2
2017-02-08,C3,6.1,-1.5,2.1,2.5,59,0.0
2017-02-09,C3,4.1,-2.2,0.5,3.22,28,0.0
2017-02-10,C3,2.9,-2.8,-0.5,2.6,19,0.3
2017-02-11,C3,4.5,-2.7,1.3,4.89,64,0.2
2017-02-12,C3,4.0,2.3,3.2,7.15,82,0.4
2017-02-13,C3,5.8,3.8,4.6,7.4,96,0.0
2017-02-14,C3,8.4,2.8,5.1,5.39,38,0.0
2017-02-15,C3,10.6,4.3,7.5,3.06,86,1.9
2017-02-16,C3,8.6,6.4,7.7,5.87,78,3.1
2017-02-17,C3,10.3,3.8,6.9,2.21,100,0.0
2017-02-18,C3,10.2,7.6,9.1,5.49,96,3.2
2017-02-19,C3,9.9,7.4,8.9,5.27,99,0.3
2017-02-20,C3,11.1,6.8,9.6,7.21,94,0.6
2017-02-21,C3,10.1,5.1,7.6,6.2,90,6.3
2017-02-22,C3,7.8,4.0,6.0,5.88,78,0.0
2017-02-23,C3,4.8,-0.2,2.2,4.94,98,33.9
2017-02-24,C3,6.7,-0.5,3.2,3.72,71,2.9
2017-02-25,C3,10.1,4.2,7.6,6.27,85,6.1
2017-02-26,C3,9.1,3.6,5.9,5.97,81,12.1
2017-02-27,C3,5.9,-1.2,2.9,2.82,72,2.0
2017-02-28,C3,6.5,-2.5,1.6,2.15,38,0.2
2017-03-01,C3,6.4,-2.2,1.4,2.33,37,2.0
2017-03-02,C3,7.0,-2.0,2.8,4.48,77,0.4
2017-03-03,C3,6.3,-1.7,2.9,3.67,89,0.9
2017-03-04,C3,5.2,2.5,4.1,4.6,100,4.3
2017-03-05,C3,8.8,1.2,4.3,1.7,82,1.1
