date,location_id,temperature_max_c,temperature_min_c,temperature_mean_c,wind_speed_mean_ms,cloud_cover_pct,precipitation_mm
2016-03-26,C1,12.0,6.2,8.7,7.68,100,4.0
2016-03-27,C1,10.5,5.2,7.8,6.81,74,2.9
2016-03-28,C1,10.8,5.2,8.0,9.1,88,12.4
2016-03-29,C1,10.8,3.9,6.8,5.63,57,3.4
2016-03-30,C1,11.2,4.4,7.4,3.8,93,0.9
2016-03-31,C1,11.1,3.0,6.9,2.72,59,0.0
2016-04-01,C1,11.9,0.4,6.6,3.73,79,0.0
2016-04-02,C1,12.7,6.0,9.0,3.6,82,3.0
2016-04-03,C1,15.5,7.0,10.7,3.39,95,4.5
2016-04-04,C1,12.5,6.9,9.7,3.77,73,2.0
2016-04-05,C1,13.0,6.7,9.6,3.21,37,0.7
2016-04-06,C1,11.5,4.3,7.8,6.27,38,1.5
2016-04-07,C1,10.4,3.3,6.5,5.08,64,4.1
2016-04-08,C1,11.8,2.9,7.6,2.55,62,0.0
2016-04-09,C1,10.6,3.9,7.4,4.11,64,3.3
2016-04-10,C1,11.4,-0.2,6.6,4.63,55,0.0
2016-04-11,C1,14.1,8.2,10.7,3.22,96,3.2
2016-04-12,C1,15.0,6.1,10.1,2.52,72,0.6
2016-04-13,C1,15.9,3.8,9.8,1.72,31,1.2
2016-04-14,C1,15.5,5.1,10.2,2.21,77,3.4
2016-04-15,C1,12.3,7.0,9.5,1.73,92,13.0
2016-04-16,C1,8.4,3.7,6.1,3.53,70,2.3
2016-04-17,C1,10.4,-0.5,5.5,2.37,25,1.1
2016-04-18,C1,11.4,1.4,7.5,3.78,54,0.0
2016-04-19,C1,13.7,5.8,9.7,2.58,40,0.0
2016-04-20,C1,11.8,2.5,7.4,4.58,32,0.0
2016-04-21,C1,13.7,5.6,9.4,5.07,85,0.0
2016-04-22,C1,9.9,5.5,7.8,4.95,99,4.1
2016-04-23,C1,9.6,3.0,6.4,4.2,64,0.4
2016-04-24,C1,9.3,3.3,6.0,3.34,87,0.6
2016-04-25,C1,11.6,4.6,7.2,4.25,79,1.9
2016-04-26,C1,9.0,1.3,5.0,5.0,45,0.6
2016-04-27,C1,9.5,1.1,5.4,3.15,53,1.4
2016-04-28,C1,10.2,-0.2,6.0,4.2,62,0.0
2016-04-29,C1,10.9,4.2,7.6,5.33,76,0.5
2016-04-30,C1,11.9,0.6,6.7,2.77,44,0.2
2016-05-01,C1,13.9,0.7,8.3,3.37,68,0.0
2016-05-02,C1,15.5,8.2,11.3,5.86,82,1.2
2016-05-03,C1,13.4,3.8,9.3,3.42,39,0.0
2016-05-04,C1,15.2,3.5,10.0,2.65,23,0.0
2016-05-05,C1,18.0,4.8,11.7,3.11,49,0.0
2016-05-06,C1,20.3,6.7,13.8,2.79,94,0.0
2016-05-07,C1,21.8,10.3,16.0,2.89,81,0.1
2016-05-08,C1,23.9,10.6,17.7,3.76,43,0.0
2016-05-09,C1,21.8,13.3,17.8,3.85,88,2.1
2016-05-10,C1,17.4,14.0,15.4,3.03,100,6.7
2016-05-11,C1,18.6,12.6,15.3,2.25,98,8.7
2016-05-12,C1,21.2,11.7,16.5,4.62,69,1.1
2016-05-13,C1,17.6,8.5,13.1,6.01,73,0.2
2016-05-14,C1,11.4,7.0,9.2,3.87,84,0.0
2016-05-15,C1,15.3,3.8,10.5,2.47,55,0.0
2016-05-16,C1,16.1,7.4,11.8,1.89,55,0.0
2016-05-17,C1,16.3,5.4,11.9,3.36,70,0.0
2016-05-18,C1,15.1,10.0,11.9,4.9,95,11.1
2016-05-19,C1,17.4,9.1,12.9,4.49,90,1.9
2016-05-20,C1,16.9,12.0,14.1,5.0,90,0.4
2016-05-21,C1,16.6,11.5,14.3,5.79,99,0.8
2016-05-22,C1,17.5,10.9,13.8,2.25,87,1.6
2016-05-23,C1,17.2,9.1,13.3,3.48,53,0.1
2016-05-24,C1,15.4,6.4,11.5,4.08,54,0.0
2016-05-25,C1,12.7,7.8,10.4,3.16,97,0.5
2016-05-26,C1,18.7,7.7,13.2,1.35,64,0.0
2016-05-27,C1,19.6,8.8,14.2,3.37,55,0.0
2016-05-28,C1,19.5,9.4,14.5,3.71,44,0.0
2016-05-29,C1,18.9,8.5,13.8,5.0,90,0.1
2016-05-30,C1,17.2,11.0,13.7,6.69,99,0.0
2016-05-31,C1,12.4,10.5,11.6,7.47,100,11.4
2016-06-01,C1,14.3,11.3,12.5,6.06,100,0.5
2016-06-02,C1,14.5,10.0,11.8,6.13,100,0.2
2016-06-03,C1,14.4,9.3,11.5,3.7,100,0.0
2016-06-04,C1,20.1,11.7,15.5,2.71,91,0.0
2016-06-05,C1,22.3,10.6,16.6,3.35,14,0.0
2016-06-06,C1,21.8,9.9,15.9,3.07,11,0.0
2016-06-07,C1,22.1,10.8,16.8,1.09,50,17.5
2016-06-08,C1,23.6,14.5,18.8,1.7,58,1.6
2016-06-09,C1,21.1,11.7,16.1,2.13,67,0.0
2016-06-10,C1,21.1,11.0,16.4,1.58,99,0.2
2016-06-11,C1,21.0,13.8,17.5,1.19,94,2.0
2016-06-12,C1,18.1,13.4,15.6,3.29,83,5.1
2016-06-13,C1,18.6,13.3,15.6,3.57,81,4.4
2016-06-14,C1,17.6,12.8,14.9,4.08,97,8.1
2016-06-15,C1,17.9,10.8,14.6,3.7,61,3.6
2016-06-16,C1,17.1,11.9,14.6,2.27,81,8.5
2016-06-17,C1,18.3,10.5,14.5,2.42,82,5.7
2016-06-18,C1,17.1,11.6,14.3,2.9,75,0.2
2016-06-19,C1,19.0,10.9,15.1,4.01,87,1.9
2016-06-20,C1,20.2,14.4,16.1,5.18,84,15.7
2016-06-21,C1,19.7,13.0,16.6,3.46,84,0.0
2016-06-22,C1,21.1,13.9,17.3,3.17,87,0.5
2016-06-23,C1,23.0,15.6,18.9,1.75,92,22.0
2016-06-24,C1,19.8,13.0,16.5,4.21,42,1.4
2016-06-25,C1,18.9,10.6,14.8,2.73,47,5.1
2016-06-26,C1,19.4,11.6,15.3,4.23,67,2.2
2016-06-27,C1,18.5,14.5,16.6,3.77,89,1.0
2016-06-28,C1,18.6,10.0,14.9,3.27,75,2.9
2016-06-29,C1,16.9,11.3,14.5,6.39,85,0.6
2016-06-30,C1,19.8,13.9,16.6,4.4,83,1.6
2016-07-01,C1,18.0,12.8,16.0,5.89,78,0.8
2016-07-02,C1,18.0,10.3,14.2,5.61,41,1.5
2016-07-03,C1,19.2,10.4,15.3,3.28,50,0.0
2016-07-04,C1,19.9,10.6,16.1,3.71,58,0.1
2016-07-05,C1,19.5,15.1,16.9,4.44,88,0.2
2016-07-06,C1,19.1,10.4,15.8,2.06,90,0.0
2016-07-07,C1,19.9,13.5,16.7,2.96,98,0.3
2016-07-08,C1,22.6,13.6,17.8,5.1,72,0.1
2016-07-09,C1,21.1,13.5,17.7,5.44,85,0.0
2016-07-10,C1,20.3,15.4,17.5,6.06,76,0.2
2016-07-11,C1,20.7,14.6,17.4,6.49,67,3.9
2016-07-12,C1,18.8,12.2,15.0,3.49,59,6.1
2016-07-13,C1,18.7,11.2,14.8,3.5,60,2.4
2016-07-14,C1,18.7,10.3,15.1,3.1,61,0.0
2016-07-15,C1,18.6,10.4,15.7,3.51,88,0.0
2016-07-16,C1,23.4,16.4,19.8,4.52,86,0.0
2016-07-17,C1,24.5,16.3,20.5,3.66,60,1.5
2016-07-18,C1,26.5,14.2,21.0,1.43,34,0.0
2016-07-19,C1,29.8,14.9,23.1,3.37,0,0.0
2016-07-20,C1,28.5,19.4,23.8,4.87,35,0.2
2016-07-21,C1,22.8,14.8,19.5,2.17,91,0.1
2016-07-22,C1,23.3,16.7,20.0,1.18,71,0.3
2016-07-23,C1,24.8,16.0,20.8,2.02,30,0.1
2016-07-24,C1,22.6,14.6,19.1,3.62,73,0.4
2016-07-25,C1,22.2,14.9,18.8,3.79,86,0.0
2016-07-26,C1,21.1,12.7,17.9,2.91,74,0.0
2016-07-27,C1,21.4,16.6,18.7,3.83,91,1.7
2016-07-28,C1,22.6,14.5,18.2,3.24,77,0.7
2016-07-29,C1,21.4,16.1,18.6,3.99,88,1.7
2016-07-30,C1,22.1,14.7,18.3,2.38,66,0.0
2016-07-31,C1,20.4,14.0,17.4,2.65,75,0.3
2016-08-01,C1,18.0,11.7,15.3,2.93,90,8.8
2016-08-02,C1,19.8,14.4,17.6,4.93,100,12.3
2016-08-03,C1,21.8,16.7,19.3,6.23,80,0.0
2016-08-04,C1,20.9,14.9,17.8,5.67,81,0.4
2016-08-05,C1,22.5,12.9,17.7,2.98,59,0.1
2016-08-06,C1,23.7,12.7,18.5,3.21,16,0.0
2016-08-07,C1,23.1,16.3,19.5,5.78,57,0.0
2016-08-08,C1,19.5,14.3,16.8,4.79,50,0.0
2016-08-09,C1,18.7,11.0,15.0,3.78,37,0.0
2016-08-10,C1,18.2,10.6,14.7,3.47,53,0.1
2016-08-11,C1,20.0,14.1,17.2,4.57,94,0.8
2016-08-12,C1,24.2,16.1,19.5,4.35,7,0.0
2016-08-13,C1,23.2,13.9,18.6,4.16,77,0.1
2016-08-14,C1,22.2,14.0,18.4,2.28,78,0.0
2016-08-15,C1,21.6,11.8,17.0,3.02,8,0.0
2016-08-16,C1,21.5,12.6,16.9,3.28,67,0.0
2016-08-17,C1,23.3,13.0,18.0,2.98,31,0.0
2016-08-18,C1,22.7,13.5,18.2,2.44,71,1.5
2016-08-19,C1,19.2,15.5,17.3,4.32,81,2.2
2016-08-20,C1,19.9,14.7,16.7,7.51,61,1.4
2016-08-21,C1,20.5,15.2,17.4,6.22,85,3.7
2016-08-22,C1,23.0,16.2,19.1,5.17,84,1.0
2016-08-23,C1,27.8,13.0,20.9,2.99,37,0.0
2016-08-24,C1,29.7,17.6,23.8,1.63,62,0.8
2016-08-25,C1,28.4,18.7,23.1,1.81,70,1.0
2016-08-26,C1,24.6,17.9,20.9,2.31,33,0.3
2016-08-27,C1,22.2,16.0,19.2,3.37,53,8.3
2016-08-28,C1,21.0,14.9,18.3,4.03,83,1.5
2016-08-29,C1,21.5,14.6,18.1,2.03,59,0.4
2016-08-30,C1,24.3,12.6,18.6,1.93,4,0.0
2016-08-31,C1,22.5,11.7,17.4,3.24,56,0.0
2016-09-01,C1,22.4,12.6,17.5,2.68,69,0.0
2016-09-02,C1,21.1,13.3,17.2,4.15,98,1.3
2016-09-03,C1,20.3,12.5,16.8,4.87,97,2.8
2016-09-04,C1,20.4,14.7,18.0,5.66,97,0.6
2016-09-05,C1,21.7,14.9,17.9,2.52,98,2.4
2016-09-06,C1,23.4,18.4,20.8,2.3,87,0.1
2016-09-07,C1,25.2,16.9,20.7,2.27,61,0.0
2016-09-08,C1,22.1,15.6,18.6,4.52,13,0.0
2016-09-09,C1,21.2,14.7,18.4,5.82,70,0.2
2016-09-10,C1,19.1,16.3,17.7,5.07,97,7.5
2016-09-11,C1,19.9,11.7,15.8,2.24,21,0.0
2016-09-12,C1,24.4,12.0,18.4,3.59,56,0.0
2016-09-13,C1,29.6,17.0,23.2,2.9,44,0.0
2016-09-14,C1,26.2,17.9,22.2,2.99,5,0.0
2016-09-15,C1,26.7,16.3,20.5,2.89,34,2.0
2016-09-16,C1,17.4,15.1,16.5,4.22,82,17.7
2016-09-17,C1,17.3,13.6,15.2,5.96,96,0.2
2016-09-18,C1,19.6,13.8,16.5,2.23,87,0.0
2016-09-19,C1,19.4,14.7,16.6,1.89,98,1.6
2016-09-20,C1,18.1,14.4,16.0,1.93,98,0.0
2016-09-21,C1,21.1,12.1,16.6,2.44,58,0.0
2016-09-22,C1,18.8,12.8,16.0,3.07,62,0.4
2016-09-23,C1,18.5,7.4,13.2,2.4,20,0.0
2016-09-24,C1,21.7,10.7,17.1,5.16,84,0.0
2016-09-25,C1,18.4,11.8,16.6,5.06,57,0.0
2016-09-26,C1,17.1,9.6,13.4,3.16,89,0.7
2016-09-27,C1,19.2,11.6,16.0,4.48,88,0.0
2016-09-28,C1,21.9,11.7,16.5,5.15,67,0.0
2016-09-29,C1,19.2,13.1,16.7,6.2,92,0.1
2016-09-30,C1,17.2,10.8,13.9,3.89,54,0.3
2016-10-01,C1,15.2,9.2,11.8,2.35,72,3.2
2016-10-02,C1,15.8,8.3,11.5,3.53,40,0.0
2016-10-03,C1,16.2,6.1,11.2,1.92,26,0.0
2016-10-04,C1,16.8,10.4,13.6,4.87,38,0.0
2016-10-05,C1,14.8,11.1,13.0,6.11,25,0.0
2016-10-06,C1,13.6,11.0,12.0,4.69,78,0.0
2016-10-07,C1,15.2,10.5,12.7,3.23,78,0.1
2016-10-08,C1,15.2,9.4,12.1,3.05,85,0.6
2016-10-09,C1,14.4,7.4,10.8,3.57,36,0.4
2016-10-10,C1,13.0,5.5,9.2,3.27,27,0.0
2016-10-11,C1,14.0,5.8,9.7,2.54,27,0.0
2016-10-12,C1,14.0,8.9,10.9,3.8,57,0.3
2016-10-13,C1,12.8,7.9,10.3,4.25,66,0.5
2016-10-14,C1,13.8,8.6,11.3,3.15,91,0.0
2016-10-15,C1,16.1,8.7,12.5,2.99,77,1.6
2016-10-16,C1,16.3,9.8,12.8,4.4,57,7.5
2016-10-17,C1,16.1,10.3,12.8,4.36,45,0.7
2016-10-18,C1,13.0,9.2,10.9,5.48,43,0.7
2016-10-19,C1,13.9,8.5,10.7,4.77,33,0.0
2016-10-20,C1,13.5,8.7,10.7,4.61,54,0.1
2016-10-21,C1,12.5,7.0,9.5,3.78,67,0.0
2016-10-22,C1,13.2,5.7,9.1,2.97,27,0.0
2016-10-23,C1,12.5,6.6,9.5,4.43,59,0.0
2016-10-24,C1,12.5,8.6,10.6,3.28,97,2.7
2016-10-25,C1,14.8,5.9,10.4,1.73,68,0.1
2016-10-26,C1,14.2,8.2,11.0,3.07,72,0.1
2016-10-27,C1,13.2,5.9,10.3,3.86,66,0.0
2016-10-28,C1,15.7,10.7,13.0,3.15,84,0.0
2016-10-29,C1,16.3,12.2,13.7,1.0,98,0.0
2016-10-30,C1,14.8,10.6,12.2,1.95,90,0.0
2016-10-31,C1,17.4,7.0,11.5,1.86,31,0.0
2016-11-01,C1,12.6,6.8,9.8,2.92,90,0.0
2016-11-02,C1,9.9,3.1,6.1,2.71,34,0.0
2016-11-03,C1,10.8,1.3,5.9,2.37,94,0.0
2016-11-04,C1,10.8,5.0,7.5,2.47,81,5.7
2016-11-05,C1,8.4,1.4,4.8,4.39,30,0.0
2016-11-06,C1,7.1,1.5,4.3,5.3,38,0.6
2016-11-07,C1,8.1,2.7,5.8,6.43,43,0.0
2016-11-08,C1,6.4,-1.0,2.9,2.74,50,0.6
2016-11-09,C1,7.9,4.0,6.4,4.41,84,13.1
2016-11-10,C1,10.3,4.6,6.8,4.26,61,0.2
2016-11-11,C1,9.4,1.8,5.3,2.59,35,0.0
2016-11-12,C1,9.5,5.8,8.3,4.36,95,10.1
2016-11-13,C1,9.9,5.1,7.0,3.24,70,0.0
2016-11-14,C1,11.7,4.7,9.0,3.36,99,1.6
2016-11-15,C1,13.7,11.7,12.6,3.63,98,0.2
2016-11-16,C1,12.6,9.3,11.8,5.21,92,0.3
2016-11-17,C1,11.8,6.7,8.8,5.99,68,0.3
2016-11-18,C1,7.1,3.1,5.1,4.89,70,0.0
2016-11-19,C1,7.7,0.8,4.2,3.64,70,1.5
2016-11-20,C1,9.4,4.3,6.9,4.84,99,15.5
2016-11-21,C1,12.3,4.6,9.0,5.26,95,13.6
2016-11-22,C1,10.6,7.1,9.3,6.53,64,1.8
2016-11-23,C1,10.4,2.6,7.2,3.58,88,0.0
2016-11-24,C1,10.5,6.9,8.8,6.99,81,0.0
2016-11-25,C1,9.7,5.5,7.2,6.16,7,0.0
2016-11-26,C1,8.9,2.4,5.3,3.36,52,0.0
2016-11-27,C1,8.4,4.6,6.5,3.89,77,0.0
2016-11-28,C1,7.4,2.1,5.3,4.16,25,0.0
2016-11-29,C1,5.3,-2.4,0.6,2.34,0,0.0
2016-11-30,C1,4.0,-4.0,-0.6,1.81,23,0.0
2016-12-01,C1,5.3,-1.9,1.0,2.6,33,0.0
2016-12-02,C1,7.0,-0.7,3.1,1.82,81,0.0
2016-12-03,C1,7.1,2.5,4.5,3.66,35,0.0
2016-12-04,C1,5.4,-0.2,2.4,4.23,11,0.0
2016-12-05,C1,6.7,-1.8,1.7,2.22,57,0.0
2016-12-06,C1,10.2,2.6,6.2,2.31,99,0.0
2016-12-07,C1,12.4,8.9,10.1,4.66,96,0.0
2016-12-08,C1,12.8,9.8,11.2,4.9,98,0.4
2016-12-09,C1,12.9,9.4,11.4,4.61,99,0.0
2016-12-10,C1,12.4,9.5,11.4,4.46,100,5.4
2016-12-11,C1,8.8,4.1,6.4,3.38,46,0.0
2016-12-12,C1,10.4,2.0,6.6,3.18,92,1.4
2016-12-13,C1,11.8,7.5,10.3,3.33,99,0.0
2016-12-14,C1,11.5,6.0,8.9,3.47,44,0.0
2016-12-15,C1,9.9,4.6,7.2,3.39,75,0.0
2016-12-16,C1,9.8,7.1,8.4,1.87,97,0.0
2016-12-17,C1,8.0,5.5,7.2,1.44,96,0.0
2016-12-18,C1,8.4,5.3,7.1,1.16,99,0.1
2016-12-19,C1,6.5,4.9,5.6,1.31,100,0.0
2016-12-20,C1,6.2,1.6,4.1,2.74,42,0.0
2016-12-21,C1,10.9,4.2,8.6,5.11,95,0.4
2016-12-22,C1,8.6,2.0,5.7,3.17,45,0.0
2016-12-23,C1,11.2,4.3,7.9,6.19,95,1.0
2016-12-24,C1,9.4,4.8,7.3,6.18,78,0.0
2016-12-25,C1,11.8,8.5,10.4,7.02,95,0.0
2016-12-26,C1,11.5,2.2,7.3,5.02,52,0.2
2016-12-27,C1,5.9,-1.2,1.7,1.69,38,0.0
2016-12-28,C1,5.4,-1.0,1.9,2.33,58,0.0
2016-12-29,C1,6.2,-1.5,1.1,2.51,16,0.0
2016-12-30,C1,4.9,-0.9,1.9,1.91,100,0.0
2016-12-31,C1,7.2,5.1,6.3,3.31,98,0.0
2017-01-01,C1,8.0,4.3,5.9,4.43,97,9.6
2017-01-02,C1,4.4,-2.8,1.6,3.41,17,0.3
2017-01-03,C1,4.6,-2.7,0.7,3.65,42,0.0
2017-01-04,C1,7.4,-0.3,4.2,3.94,63,0.0
2017-01-05,C1,4.6,-2.8,0.2,1.98,11,0.0
2017-01-06,C1,4.6,-2.8,1.8,2.99,96,2.4
2017-01-07,C1,8.5,4.6,6.2,2.6,99,5.4
2017-01-08,C1,8.9,4.5,6.7,1.29,92,1.5
2017-01-09,C1,9.5,3.0,7.7,4.77,82,2.5
2017-01-10,C1,8.6,2.9,5.5,3.95,53,0.2
2017-01-11,C1,10.4,4.2,7.5,5.32,69,0.0
2017-01-12,C1,6.1,1.6,4.4,4.88,93,17.8
2017-01-13,C1,5.3,-0.4,1.8,6.45,58,1.1
2017-01-14,C1,5.2,-1.1,1.5,3.99,26,2.0
2017-01-15,C1,8.1,-0.7,4.7,3.17,94,8.1
2017-01-16,C1,5.8,0.5,4.0,1.56,96,2.4
2017-01-17,C1,4.5,-3.5,0.8,1.92,47,0.0
2017-01-18,C1,3.3,-3.8,-1.3,1.71,8,0.0
2017-01-19,C1,5.7,-2.9,0.2,2.28,24,0.0
2017-01-20,C1,5.6,-2.3,0.4,2.94,0,0.0
2017-01-21,C1,3.7,-3.2,-1.0,2.54,15,0.0
2017-01-22,C1,5.6,-4.8,-0.5,1.68,15,0.0
2017-01-23,C1,2.8,-3.2,-0.8,1.83,91,0.0
2017-01-24,C1,7.8,-1.9,1.3,2.3,66,0.0
2017-01-25,C1,4.0,-1.4,1.0,1.78,99,0.0
2017-01-26,C1,1.4,-3.0,-1.1,2.96,53,0.0
2017-01-27,C1,6.1,-2.8,1.5,3.22,50,0.0
2017-01-28,C1,9.0,1.6,5.6,4.45,62,0.5
2017-01-29,C1,10.1,-0.4,5.1,4.36,87,10.0
2017-01-30,C1,10.4,5.3,7.2,2.91,100,0.6
2017-01-31,C1,9.1,5.0,6.6,4.05,100,3.2
2017-02-01,C1,10.6,9.1,9.8,4.38,98,3.7
2017-02-02,C1,11.2,9.1,10.0,7.03,96,1.4
2017-02-03,C1,10.2,4.9,8.0,6.41,65,2.3
2017-02-04,C1,7.9,1.1,4.2,2.5,71,2.9
2017-02-05,C1,6.8,2.2,4.3,3.06,89,3.3
2017-02-06,C1,7.9,-1.6,3.7,2.62,86,3.2
2017-02-07,C1,9.9,2.3,6.1,2.98,85,1.3
2017-02-08,C1,5.6,-1.4,3.2,2.59,61,0.2
2017-02-09,C1,3.0,-1.8,1.8,3.77,88,0.0
2017-02-10,C1,3.0,-1.4,1.4,3.95,81,0.3
2017-02-11,C1,3.6,-0.6,1.5,4.39,94,1.0
2017-02-12,C1,5.4,0.8,3.0,5.26,93,0.7
2017-02-13,C1,7.9,3.4,5.2,6.82,16,0.0
2017-02-14,C1,11.6,1.3,6.3,3.53,45,0.0
2017-02-15,C1,11.9,4.9,8.0,3.94,60,2.2
2017-02-16,C1,11.0,4.1,7.2,3.58,45,0.5
2017-02-17,C1,11.2,4.0,7.5,2.55,68,0.1
2017-02-18,C1,11.6,3.5,6.8,2.63,54,0.0
2017-02-19,C1,10.7,3.6,7.2,3.47,72,0.0
2017-02-20,C1,15.9,8.9,11.6,5.15,98,0.0
2017-02-21,C1,12.4,9.9,11.0,5.71,100,1.0
2017-02-22,C1,13.2,10.7,11.6,7.81,100,0.5
2017-02-23,C1,11.1,5.2,9.3,10.32,60,1.9
2017-02-24,C1,8.4,1.9,5.2,4.05,68,0.0
2017-02-25,C1,10.2,4.4,8.1,7.1,99,1.8
2017-02-26,C1,11.8,9.0,10.3,7.61,98,0.6
2017-02-27,C1,9.6,3.2,7.2,6.28,91,11.2
2017-02-28,C1,7.0,0.3,3.9,5.2,68,3.7
2017-03-01,C1,8.0,3.9,6.1,4.55,86,0.6
2017-03-02,C1,10.3,4.3,6.8,7.69,49,0.0
2017-03-03,C1,11.4,4.9,7.7,4.07,100,4.4
2017-03-04,C1,10.9,5.1,7.9,4.42,86,1.0
2017-03-05,C1,9.6,4.6,6.5,6.37,70,6.7
2017-03-06,C1,10.1,2.0,6.2,4.38,78,0.6
