settlementDate,systemSellPrice
2016-12-12,13.7552
2016-12-13,13.7552
2016-12-14,13.7552
2016-12-15,13.7552
2016-12-16,13.7552
2016-12-17,13.7552
2016-12-18,13.7552
2016-12-19,13.7552
2016-12-20,13.7552
2016-12-21,13.7552
2016-12-22,13.7552
2016-12-23,13.7552
2016-12-24,13.7552
2016-12-25,13.7552
2016-12-26,13.7552
2016-12-27,13.7552
2016-12-28,13.7552
2016-12-29,13.7552
2016-12-30,13.7552
2016-12-31,13.7552
2017-01-01,16.7359
2017-01-02,16.7359
2017-01-03,16.7359
2017-01-04,16.7359
2017-01-05,16.7359
2017-01-06,16.7359
2017-01-07,16.7359
2017-01-08,16.7359
2017-01-09,16.7359
2017-01-10,16.7359
2017-01-11,16.7359
2017-01-12,16.7359
2017-01-13,16.7359
2017-01-14,16.7359
2017-01-15,16.7359
2017-01-16,16.7359
2017-01-17,16.7359
2017-01-18,16.7359
2017-01-19,16.7359
2017-01-20,16.7359
2017-01-21,16.7359
2017-01-22,16.7359
2017-01-23,16.7359
2017-01-24,16.7359
2017-01-25,16.7359
2017-01-26,16.7359
2017-01-27,16.7359
2017-01-28,16.7359
2017-01-29,16.7359
2017-01-30,16.7359
2017-01-31,16.7359
2017-02-01,16.2618
2017-02-02,16.2618
2017-02-03,16.2618
2017-02-04,16.2618
2017-02-05,16.2618
2017-02-06,16.2618
2017-02-07,16.2618
2017-02-08,16.2618
2017-02-09,16.2618
2017-02-10,16.2618
2017-02-11,16.2618
2017-02-12,16.2618
2017-02-13,16.2618
2017-02-14,16.2618
2017-02-15,16.2618
2017-02-16,16.2618
2017-02-17,16.2618
2017-02-18,16.2618
2017-02-19,16.2618
2017-02-20,16.2618
2017-02-21,16.2618
2017-02-22,16.2618
2017-02-23,16.2618
2017-02-24,16.2618
2017-02-25,16.2618
2017-02-26,16.2618
2017-02-27,16.2618
2017-02-28,16.2618
2017-03-01,13.1822
2017-03-02,13.1822
2017-03-03,13.1822
2017-03-04,13.1822
2017-03-05,13.1822
2017-03-06,13.1822
2017-03-07,13.1822
2017-03-08,13.1822
2017-03-09,13.1822
2017-03-10,13.1822
2017-03-11,13.1822
2017-03-12,13.1822
2017-03-13,13.1822
2017-03-14,13.1822
2017-03-15,13.1822
2017-03-16,13.1822
2017-03-17,13.1822
2017-03-18,13.1822
2017-03-19,13.1822
2017-03-20,13.1822
2017-03-21,13.1822
2017-03-22,13.1822
2017-03-23,13.1822
2017-03-24,13.1822
2017-03-25,13.1822
2017-03-26,13.1822
2017-03-27,13.1822
2017-03-28,13.1822
2017-03-29,13.1822
2017-03-30,13.1822
2017-03-31,13.1822
2017-04-01,13.4224
2017-04-02,13.4224
2017-04-03,13.4224
2017-04-04,13.4224
2017-04-05,13.4224
2017-04-06,13.4224
2017-04-07,13.4224
2017-04-08,13.4224
2017-04-09,13.4224
2017-04-10,13.4224
2017-04-11,13.4224
2017-04-12,13.4224
2017-04-13,13.4224
2017-04-14,13.4224
2017-04-15,13.4224
2017-04-16,13.4224
2017-04-17,13.4224
2017-04-18,13.4224
2017-04-19,13.4224
2017-04-20,13.4224
2017-04-21,13.4224
2017-04-22,13.4224
2017-04-23,13.4224
2017-04-24,13.4224
2017-04-25,13.4224
2017-04-26,13.4224
2017-04-27,13.4224
2017-04-28,13.4224
2017-04-29,13.4224
2017-04-30,13.4224
2017-05-01,13.5344
2017-05-02,13.5344
2017-05-03,13.5344
2017-05-04,13.5344
2017-05-05,13.5344
2017-05-06,13.5344
2017-05-07,13.5344
2017-05-08,13.5344
2017-05-09,13.5344
2017-05-10,13.5344
2017-05-11,13.5344
2017-05-12,13.5344
2017-05-13,13.5344
2017-05-14,13.5344
2017-05-15,13.5344
2017-05-16,13.5344
2017-05-17,13.5344
2017-05-18,13.5344
2017-05-19,13.5344
2017-05-20,13.5344
2017-05-21,13.5344
2017-05-22,13.5344
2017-05-23,13.5344
2017-05-24,13.5344
2017-05-25,13.5344
2017-05-26,13.5344
2017-05-27,13.5344
2017-05-28,13.5344
2017-05-29,13.5344
2017-05-30,13.5344
2017-05-31,13.5344
2017-06-01,13.2856
2017-06-02,13.2856
2017-06-03,13.2856
2017-06-04,13.2856
2017-06-05,13.2856
2017-06-06,13.2856
2017-06-07,13.2856
2017-06-08,13.2856
2017-06-09,13.2856
2017-06-10,13.2856
2017-06-11,13.2856
2017-06-12,13.2856
2017-06-13,13.2856
2017-06-14,13.2856
2017-06-15,13.2856
2017-06-16,13.2856
2017-06-17,13.2856
2017-06-18,13.2856
2017-06-19,13.2856
2017-06-20,13.2856
2017-06-21,13.2856
2017-06-22,13.2856
2017-06-23,13.2856
2017-06-24,13.2856
2017-06-25,13.2856
2017-06-26,13.2856
2017-06-27,13.2856
2017-06-28,13.2856
2017-06-29,13.2856
2017-06-30,13.2856
2017-07-01,13.5847
2017-07-02,13.5847
2017-07-03,13.5847
2017-07-04,13.5847
2017-07-05,13.5847
2017-07-06,13.5847
2017-07-07,13.5847
2017-07-08,13.5847
2017-07-09,13.5847
2017-07-10,13.5847
2017-07-11,13.5847
2017-07-12,13.5847
2017-07-13,13.5847
2017-07-14,13.5847
2017-07-15,13.5847
2017-07-16,13.5847
2017-07-17,13.5847
2017-07-18,13.5847
2017-07-19,13.5847
2017-07-20,13.5847
2017-07-21,13.5847
2017-07-22,13.5847
2017-07-23,13.5847
2017-07-24,13.5847
2017-07-25,13.5847
2017-07-26,13.5847
2017-07-27,13.5847
2017-07-28,13.5847
2017-07-29,13.5847
2017-07-30,13.5847
2017-07-31,13.5847
2017-08-01,14.7577
2017-08-02,14.7577
2017-08-03,14.7577
2017-08-04,14.7577
2017-08-05,14.7577
2017-08-06,14.7577
2017-08-07,14.7577
2017-08-08,14.7577
2017-08-09,14.7577
2017-08-10,14.7577
2017-08-11,14.7577
2017-08-12,14.7577
2017-08-13,14.7577
2017-08-14,14.7577
2017-08-15,14.7577
2017-08-16,14.7577
2017-08-17,14.7577
2017-08-18,14.7577
2017-08-19,14.7577
2017-08-20,14.7577
2017-08-21,14.7577
2017-08-22,14.7577
2017-08-23,14.7577
2017-08-24,14.7577
2017-08-25,14.7577
2017-08-26,14.7577
2017-08-27,14.7577
2017-08-28,14.7577
2017-08-29,14.7577
2017-08-30,14.7577
2017-08-31,14.7577
2017-09-01,16.1027
2017-09-02,16.1027
2017-09-03,16.1027
2017-09-04,16.1027
2017-09-05,16.1027
2017-09-06,16.1027
2017-09-07,16.1027
2017-09-08,16.1027
2017-09-09,16.1027
2017-09-10,16.1027
2017-09-11,16.1027
2017-09-12,16.1027
2017-09-13,16.1027
2017-09-14,16.1027
2017-09-15,16.1027
2017-09-16,16.1027
2017-09-17,16.1027
2017-09-18,16.1027
2017-09-19,16.1027
2017-09-20,16.1027
2017-09-21,16.1027
2017-09-22,16.1027
2017-09-23,16.1027
2017-09-24,16.1027
2017-09-25,16.1027
2017-09-26,16.1027
2017-09-27,16.1027
2017-09-28,16.1027
2017-09-29,16.1027
2017-09-30,16.1027
2017-10-01,15.708
2017-10-02,15.708
2017-10-03,15.708
2017-10-04,15.708
2017-10-05,15.708
2017-10-06,15.708
2017-10-07,15.708
2017-10-08,15.708
2017-10-09,15.708
2017-10-10,15.708
2017-10-11,15.708
2017-10-12,15.708
2017-10-13,15.708
2017-10-14,15.708
2017-10-15,15.708
2017-10-16,15.708
2017-10-17,15.708
2017-10-18,15.708
2017-10-19,15.708
2017-10-20,15.708
2017-10-21,15.708
2017-10-22,15.708
2017-10-23,15.708
2017-10-24,15.708
2017-10-25,15.708
2017-10-26,15.708
2017-10-27,15.708
2017-10-28,15.708
2017-10-29,15.708
2017-10-30,15.708
2017-10-31,15.708
2017-11-01,17.9512
2017-11-02,17.9512
2017-11-03,17.9512
2017-11-04,17.9512
2017-11-05,17.9512
2017-11-06,17.9512
2017-11-07,17.9512
2017-11-08,17.9512
2017-11-09,17.9512
2017-11-10,17.9512
2017-11-11,17.9512
2017-11-12,17.9512
2017-11-13,17.9512
2017-11-14,17.9512
2017-11-15,17.9512
2017-11-16,17.9512
2017-11-17,17.9512
2017-11-18,17.9512
2017-11-19,17.9512
2017-11-20,17.9512
2017-11-21,17.9512
2017-11-22,17.9512
2017-11-23,17.9512
2017-11-24,17.9512
2017-11-25,17.9512
2017-11-26,17.9512
2017-11-27,17.9512
2017-11-28,17.9512
2017-11-29,17.9512
2017-11-30,17.9512
2017-12-01,19.2195
2017-12-02,19.2195
2017-12-03,19.2195
2017-12-04,19.2195
2017-12-05,19.2195
2017-12-06,19.2195
2017-12-07,19.2195
2017-12-08,19.2195
2017-12-09,19.2195
2017-12-10,19.2195
2017-12-11,19.2195
2017-12-12,19.2195
2017-12-13,19.2195
2017-12-14,19.2195
2017-12-15,19.2195
2017-12-16,19.2195
2017-12-17,19.2195
2017-12-18,19.2195
2017-12-19,19.2195
2017-12-20,19.2195
2017-12-21,19.2195
2017-12-22,19.2195
2017-12-23,19.2195
2017-12-24,19.2195
2017-12-25,19.2195
2017-12-26,19.2195
2017-12-27,19.2195
2017-12-28,19.2195
2017-12-29,19.2195
2017-12-30,19.2195
2017-12-31,19.2195
2018-01-01,17.7227
2018-01-02,17.7227
2018-01-03,17.7227
2018-01-04,17.7227
2018-01-05,17.7227
2018-01-06,17.7227
2018-01-07,17.7227
2018-01-08,17.7227
2018-01-09,17.7227
2018-01-10,17.7227
2018-01-11,17.7227
2018-01-12,17.7227
2018-01-13,17.7227
2018-01-14,17.7227
2018-01-15,17.7227
2018-01-16,17.7227
2018-01-17,17.7227
2018-01-18,17.7227
2018-01-19,17.7227
2018-01-20,17.7227
2018-01-21,17.7227
2018-01-22,17.7227
2018-01-23,17.7227
2018-01-24,17.7227
2018-01-25,17.7227
2018-01-26,17.7227
2018-01-27,17.7227
2018-01-28,17.7227
2018-01-29,17.7227
2018-01-30,17.7227
2018-01-31,17.7227
2018-02-01,20.9022
2018-02-02,20.9022
2018-02-03,20.9022
2018-02-04,20.9022
2018-02-05,20.9022
2018-02-06,20.9022
2018-02-07,20.9022
2018-02-08,20.9022
2018-02-09,20.9022
2018-02-10,20.9022
2018-02-11,20.9022
2018-02-12,20.9022
2018-02-13,20.9022
2018-02-14,20.9022
2018-02-15,20.9022
2018-02-16,20.9022
2018-02-17,20.9022
2018-02-18,20.9022
2018-02-19,20.9022
2018-02-20,20.9022
2018-02-21,20.9022
2018-02-22,20.9022
2018-02-23,20.9022
2018-02-24,20.9022
2018-02-25,20.9022
2018-02-26,20.9022
2018-02-27,20.9022
2018-02-28,20.9022
2018-03-01,22.7558
2018-03-02,22.7558
2018-03-03,22.7558
2018-03-04,22.7558
2018-03-05,22.7558
2018-03-06,22.7558
2018-03-07,22.7558
2018-03-08,22.7558
2018-03-09,22.7558
2018-03-10,22.7558
2018-03-11,22.7558
2018-03-12,22.7558
2018-03-13,22.7558
2018-03-14,22.7558
2018-03-15,22.7558
2018-03-16,22.7558
2018-03-17,22.7558
2018-03-18,22.7558
2018-03-19,22.7558
2018-03-20,22.7558
2018-03-21,22.7558
2018-03-22,22.7558
2018-03-23,22.7558
2018-03-24,22.7558
2018-03-25,22.7558
2018-03-26,22.7558
2018-03-27,22.7558
2018-03-28,22.7558
2018-03-29,22.7558
2018-03-30,22.7558
2018-03-31,22.7558
2018-04-01,18.8328
2018-04-02,18.8328
2018-04-03,18.8328
2018-04-04,18.8328
2018-04-05,18.8328
2018-04-06,18.8328
2018-04-07,18.8328
2018-04-08,18.8328
2018-04-09,18.8328
2018-04-10,18.8328
2018-04-11,18.8328
2018-04-12,18.8328
2018-04-13,18.8328
2018-04-14,18.8328
2018-04-15,18.8328
2018-04-16,18.8328
2018-04-17,18.8328
2018-04-18,18.8328
2018-04-19,18.8328
2018-04-20,18.8328
2018-04-21,18.8328
2018-04-22,18.8328
2018-04-23,18.8328
2018-04-24,18.8328
2018-04-25,18.8328
2018-04-26,18.8328
2018-04-27,18.8328
2018-04-28,18.8328
2018-04-29,18.8328
2018-04-30,18.8328
2018-05-01,19.8888
2018-05-02,19.8888
2018-05-03,19.8888
2018-05-04,19.8888
2018-05-05,19.8888
2018-05-06,19.8888
2018-05-07,19.8888
2018-05-08,19.8888
2018-05-09,19.8888
2018-05-10,19.8888
2018-05-11,19.8888
2018-05-12,19.8888
2018-05-13,19.8888
2018-05-14,19.8888
2018-05-15,19.8888
2018-05-16,19.8888
2018-05-17,19.8888
2018-05-18,19.8888
2018-05-19,19.8888
2018-05-20,19.8888
2018-05-21,19.8888
2018-05-22,19.8888
2018-05-23,19.8888
2018-05-24,19.8888
2018-05-25,19.8888
2018-05-26,19.8888
2018-05-27,19.8888
2018-05-28,19.8888
2018-05-29,19.8888
2018-05-30,19.8888
2018-05-31,19.8888
2018-06-01,20.0049
2018-06-02,20.0049
2018-06-03,20.0049
2018-06-04,20.0049
2018-06-05,20.0049
2018-06-06,20.0049
2018-06-07,20.0049
2018-06-08,20.0049
2018-06-09,20.0049
2018-06-10,20.0049
2018-06-11,20.0049
2018-06-12,20.0049
2018-06-13,20.0049
2018-06-14,20.0049
2018-06-15,20.0049
2018-06-16,20.0049
2018-06-17,20.0049
2018-06-18,20.0049
2018-06-19,20.0049
2018-06-20,20.0049
2018-06-21,20.0049
2018-06-22,20.0049
2018-06-23,20.0049
2018-06-24,20.0049
2018-06-25,20.0049
2018-06-26,20.0049
2018-06-27,20.0049
2018-06-28,20.0049
2018-06-29,20.0049
2018-06-30,20.0049
2018-07-01,20.3158
2018-07-02,20.3158
2018-07-03,20.3158
2018-07-04,20.3158
2018-07-05,20.3158
2018-07-06,20.3158
2018-07-07,20.3158
2018-07-08,20.3158
2018-07-09,20.3158
2018-07-10,20.3158
2018-07-11,20.3158
2018-07-12,20.3158
2018-07-13,20.3158
2018-07-14,20.3158
2018-07-15,20.3158
2018-07-16,20.3158
2018-07-17,20.3158
2018-07-18,20.3158
2018-07-19,20.3158
2018-07-20,20.3158
2018-07-21,20.3158
2018-07-22,20.3158
2018-07-23,20.3158
2018-07-24,20.3158
2018-07-25,20.3158
2018-07-26,20.3158
2018-07-27,20.3158
2018-07-28,20.3158
2018-07-29,20.3158
2018-07-30,20.3158
2018-07-31,20.3158
2018-08-01,21.6035
2018-08-02,21.6035
2018-08-03,21.6035
2018-08-04,21.6035
2018-08-05,21.6035
2018-08-06,21.6035
2018-08-07,21.6035
2018-08-08,21.6035
2018-08-09,21.6035
2018-08-10,21.6035
2018-08-11,21.6035
2018-08-12,21.6035
2018-08-13,21.6035
2018-08-14,21.6035
2018-08-15,21.6035
2018-08-16,21.6035
2018-08-17,21.6035
2018-08-18,21.6035
2018-08-19,21.6035
2018-08-20,21.6035
2018-08-21,21.6035
2018-08-22,21.6035
2018-08-23,21.6035
2018-08-24,21.6035
2018-08-25,21.6035
2018-08-26,21.6035
2018-08-27,21.6035
2018-08-28,21.6035
2018-08-29,21.6035
2018-08-30,21.6035
2018-08-31,21.6035
2018-09-01,25.3749
2018-09-02,25.3749
2018-09-03,25.3749
2018-09-04,25.3749
2018-09-05,25.3749
2018-09-06,25.3749
2018-09-07,25.3749
2018-09-08,25.3749
2018-09-09,25.3749
2018-09-10,25.3749
2018-09-11,25.3749
2018-09-12,25.3749
2018-09-13,25.3749
2018-09-14,25.3749
2018-09-15,25.3749
2018-09-16,25.3749
2018-09-17,25.3749
2018-09-18,25.3749
2018-09-19,25.3749
2018-09-20,25.3749
2018-09-21,25.3749
2018-09-22,25.3749
2018-09-23,25.3749
2018-09-24,25.3749
2018-09-25,25.3749
2018-09-26,25.3749
2018-09-27,25.3749
2018-09-28,25.3749
2018-09-29,25.3749
2018-09-30,25.3749
2018-10-01,22.9145
2018-10-02,22.9145
2018-10-03,22.9145
2018-10-04,22.9145
2018-10-05,22.9145
2018-10-06,22.9145
2018-10-07,22.9145
2018-10-08,22.9145
2018-10-09,22.9145
2018-10-10,22.9145
2018-10-11,22.9145
2018-10-12,22.9145
2018-10-13,22.9145
2018-10-14,22.9145
2018-10-15,22.9145
2018-10-16,22.9145
2018-10-17,22.9145
2018-10-18,22.9145
2018-10-19,22.9145
2018-10-20,22.9145
2018-10-21,22.9145
2018-10-22,22.9145
2018-10-23,22.9145
2018-10-24,22.9145
2018-10-25,22.9145
2018-10-26,22.9145
2018-10-27,22.9145
2018-10-28,22.9145
2018-10-29,22.9145
2018-10-30,22.9145
2018-10-31,22.9145
2018-11-01,21.8711
2018-11-02,21.8711
2018-11-03,21.8711
2018-11-04,21.8711
2018-11-05,21.8711
2018-11-06,21.8711
2018-11-07,21.8711
2018-11-08,21.8711
2018-11-09,21.8711
2018-11-10,21.8711
2018-11-11,21.8711
2018-11-12,21.8711
2018-11-13,21.8711
2018-11-14,21.8711
2018-11-15,21.8711
2018-11-16,21.8711
2018-11-17,21.8711
2018-11-18,21.8711
2018-11-19,21.8711
2018-11-20,21.8711
2018-11-21,21.8711
2018-11-22,21.8711
2018-11-23,21.8711
2018-11-24,21.8711
2018-11-25,21.8711
2018-11-26,21.8711
2018-11-27,21.8711
2018-11-28,21.8711
2018-11-29,21.8711
2018-11-30,21.8711
2018-12-01,21.0406
2018-12-02,21.0406
2018-12-03,21.0406
2018-12-04,21.0406
2018-12-05,21.0406
2018-12-06,21.0406
2018-12-07,21.0406
2018-12-08,21.0406
2018-12-09,21.0406
2018-12-10,21.0406
2018-12-11,21.0406
2018-12-12,21.0406
2018-12-13,21.0406
2018-12-14,21.0406
2018-12-15,21.0406
2018-12-16,21.0406
2018-12-17,21.0406
2018-12-18,21.0406
2018-12-19,21.0406
2018-12-20,21.0406
2018-12-21,21.0406
2018-12-22,21.0406
2018-12-23,21.0406
2018-12-24,21.0406
2018-12-25,21.0406
2018-12-26,21.0406
2018-12-27,21.0406
2018-12-28,21.0406
2018-12-29,21.0406
2018-12-30,21.0406
2018-12-31,21.0406
2019-01-01,19.0896
2019-01-02,19.0896
2019-01-03,19.0896
2019-01-04,19.0896
2019-01-05,19.0896
2019-01-06,19.0896
2019-01-07,19.0896
2019-01-08,19.0896
2019-01-09,19.0896
2019-01-10,19.0896
2019-01-11,19.0896
2019-01-12,19.0896
2019-01-13,19.0896
2019-01-14,19.0896
2019-01-15,19.0896
2019-01-16,19.0896
2019-01-17,19.0896
2019-01-18,19.0896
2019-01-19,19.0896
2019-01-20,19.0896
2019-01-21,19.0896
2019-01-22,19.0896
2019-01-23,19.0896
2019-01-24,19.0896
2019-01-25,19.0896
2019-01-26,19.0896
2019-01-27,19.0896
2019-01-28,19.0896
2019-01-29,19.0896
2019-01-30,19.0896
2019-01-31,19.0896
2019-02-01,15.9581
2019-02-02,15.9581
2019-02-03,15.9581
2019-02-04,15.9581
2019-02-05,15.9581
2019-02-06,15.9581
2019-02-07,15.9581
2019-02-08,15.9581
2019-02-09,15.9581
2019-02-10,15.9581
2019-02-11,15.9581
2019-02-12,15.9581
2019-02-13,15.9581
2019-02-14,15.9581
2019-02-15,15.9581
2019-02-16,15.9581
2019-02-17,15.9581
2019-02-18,15.9581
2019-02-19,15.9581
2019-02-20,15.9581
2019-02-21,15.9581
2019-02-22,15.9581
2019-02-23,15.9581
2019-02-24,15.9581
2019-02-25,15.9581
2019-02-26,15.9581
2019-02-27,15.9581
2019-02-28,15.9581
2019-03-01,13.8544
2019-03-02,13.8544
2019-03-03,13.8544
2019-03-04,13.8544
2019-03-05,13.8544
2019-03-06,13.8544
2019-03-07,13.8544
2019-03-08,13.8544
2019-03-09,13.8544
2019-03-10,13.8544
2019-03-11,13.8544
